id,postal_code,region,province,province_code,city_type,latitude,longitude,country,admin_name2,admin_code2,admin_name3,admin_code3,accuracy
35,99521,Anchorage,Alaska,AK,D,61.1089,-149.4403,US,'Anchorage Municipality',020,,,
36,99522,Anchorage,Alaska,AK,D,61.1089,-149.4403,US,'Anchorage Municipality',020,,,
37,99523,Anchorage,Alaska,AK,D,61.1089,-149.4403,US,'Anchorage Municipality',020,,,
38,99524,Anchorage,Alaska,AK,D,61.1089,-149.4403,US,'Anchorage Municipality',020,,,
39,99529,Anchorage,Alaska,AK,D,61.1515,-149.9443,US,'Anchorage Municipality',020,,,
40,99530,Anchorage,Alaska,AK,D,61.1515,-149.9443,US,'Anchorage Municipality',020,,,
41,99540,Indian,Alaska,AK,D,61.1089,-149.4403,US,'Anchorage Municipality',020,,,
42,99567,Chugiak,Alaska,AK,D,61.4098,-149.4537,US,'Anchorage Municipality',020,,,
43,99577,'Eagle River',Alaska,AK,D,61.3114,-149.5085,US,'Anchorage Municipality',020,,,
44,99587,Girdwood,Alaska,AK,D,60.9577,-149.1406,US,'Anchorage Municipality',020,,,
45,99599,Anchorage,Alaska,AK,D,61.1872,-149.8804,US,'Anchorage Municipality',020,,,
46,99695,Anchorage,Alaska,AK,D,61.1089,-149.4403,US,'Anchorage Municipality',020,,,
47,99545,Kongiganak,Alaska,AK,D,59.9599,-162.8919,US,Bethel Census Area,050,,,
48,99551,Akiachak,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
49,99552,Akiak,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
50,99557,Aniak,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
51,99559,Bethel,Alaska,AK,D,60.13,-162.1739,US,Bethel (CA),050,,,
52,99561,Chefornak,Alaska,AK,D,60.1537,-164.2103,US,Bethel (CA),050,,,
53,99575,'Crooked Creek',Alaska,AK,D,61.8181,-158.0025,US,Bethel (CA),050,,,
54,99578,Eek,Alaska,AK,D,60.2151,-162.0323,US,Bethel (CA),050,,,
55,99589,'Goodnews Bay',Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
56,99607,Kalskag,Alaska,AK,D,61.541,-160.3261,US,Bethel (CA),050,,,
57,99609,Kasigluk,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
58,99614,Kipnuk,Alaska,AK,D,59.9232,-164.101,US,Bethel (CA),050,,,
59,99621,Kwethluk,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
60,99622,Kwigillingok,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
61,99626,'Lower Kalskag',Alaska,AK,D,61.5138,-160.36,US,Bethel (CA),050,,,
62,99630,Mekoryuk,Alaska,AK,D,60.3657,-166.2836,US,Bethel (CA),050,,,
63,99634,Napakiak,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
64,99637,'Toksook Bay',Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
65,99641,Nunapitchuk,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
66,99651,Platinum,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
67,99655,Quinhagak,Alaska,AK,D,59.7381,-161.8749,US,Bethel (CA),050,,,
68,99656,'Red Devil',Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
69,99668,Sleetmute,Alaska,AK,D,61.6346,-157.1183,US,Bethel (CA),050,,,
70,99679,Tuluksak,Alaska,AK,D,61.1088,-160.9389,US,Bethel (CA),050,,,
71,99680,Tuntutuliak,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
72,99681,Tununak,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
73,99690,Nightmute,Alaska,AK,D,60.3147,-163.1189,US,Bethel (CA),050,,,
74,99613,'King Salmon',Alaska,AK,D,58.7456,-157.1595,US,'Bristol Bay',060,,,
75,99633,Naknek,Alaska,AK,D,58.783,-156.8992,US,'Bristol Bay',060,,,
76,99670,'South Naknek',Alaska,AK,D,58.6639,-156.9756,US,'Bristol Bay',060,,,
77,99704,Clear,Alaska,AK,D,64.2966,-149.1608,US,Denali,068,,,
78,99729,Cantwell,Alaska,AK,D,63.3955,-148.8974,US,Denali,068,,,
79,99743,Healy,Alaska,AK,D,63.9171,-149.0111,US,Denali,068,,,
80,99744,Anderson,Alaska,AK,D,63.5436,-149.9867,US,Denali,068,,,
81,99755,Denali National Park,Alaska,AK,D,63.5436,-149.9867,US,Denali,068,,,
82,99555,Aleknagik,Alaska,AK,D,59.2697,-158.6199,US,Dillingham (CA),070,,,
83,99569,'Clarks Point',Alaska,AK,D,58.8173,-158.5299,US,Dillingham (CA),070,,,
84,99576,Dillingham,Alaska,AK,D,59.0402,-158.5231,US,Dillingham (CA),070,,,
85,99580,Ekwok,Alaska,AK,D,59.3628,-157.4782,US,Dillingham (CA),070,,,
86,99628,Manokotak,Alaska,AK,D,59.0096,-158.9897,US,Dillingham (CA),070,,,
87,99636,'New Stuyahok',Alaska,AK,D,59.4882,-157.2905,US,Dillingham (CA),070,,,
88,99678,Togiak,Alaska,AK,D,59.3292,-160.1123,US,Dillingham (CA),070,,,
89,99701,Fairbanks,Alaska,AK,D,64.644,-147.5221,US,Fairbanks North Star,090,,,
90,99702,'Eielson Afb',Alaska,AK,D,64.6735,-147.0805,US,Fairbanks North Star,090,,,
91,99703,'Fort Wainwright',Alaska,AK,D,64.8283,-147.6557,US,Fairbanks North Star,090,,,
92,99705,'North Pole',Alaska,AK,D,64.7805,-147.3694,US,Fairbanks North Star,090,,,
93,99706,Fairbanks,Alaska,AK,D,64.8521,-147.9377,US,Fairbanks North Star,090,,,
94,99707,Fairbanks,Alaska,AK,D,64.6998,-147.4051,US,Fairbanks North Star,090,,,
95,99708,Fairbanks,Alaska,AK,D,64.9475,-147.8564,US,Fairbanks North Star,090,,,
96,99709,Fairbanks,Alaska,AK,D,64.8544,-147.8469,US,Fairbanks North Star,090,,,
97,99710,Fairbanks,Alaska,AK,D,64.9486,-147.5355,US,Fairbanks North Star,090,,,
98,99711,Fairbanks,Alaska,AK,D,64.8264,-147.3888,US,Fairbanks North Star,090,,,
99,99712,Fairbanks,Alaska,AK,D,64.9109,-147.5105,US,Fairbanks North Star,090,,,
100,99714,Salcha,Alaska,AK,D,64.509,-146.953,US,Fairbanks North Star,090,,,
101,99716,'Two Rivers',Alaska,AK,D,64.8746,-146.8982,US,Fairbanks North Star,090,,,
102,99725,Ester,Alaska,AK,D,64.871,-148.0949,US,Fairbanks North Star,090,,,
103,99775,Fairbanks,Alaska,AK,D,64.8591,-147.8267,US,Fairbanks North Star,090,,,
104,99790,Fairbanks,Alaska,AK,D,64.8561,-146.276,US,Fairbanks North Star,090,,,
105,99827,Haines,Alaska,AK,D,59.2519,-135.542,US,Haines,100,,,
106,99801,Juneau,Alaska,AK,D,58.3628,-134.5294,US,Juneau City and Boroug,110,,,
107,99802,Juneau,Alaska,AK,D,58.4057,-134.5897,US,Juneau City and Boroug,110,,,
108,99803,Juneau,Alaska,AK,D,58.3771,-134.6174,US,Juneau City and Boroug,110,,,
109,99811,Juneau,Alaska,AK,D,58.3835,-134.1978,US,Juneau City and Boroug,110,,,
110,99812,Juneau,Alaska,AK,D,58.3271,-134.4742,US,Juneau City and Borough,110,,,
111,99821,'Auke Bay',Alaska,AK,D,58.4494,-134.7003,US,Juneau City and Boroug,110,,,
112,99824,Douglas,Alaska,AK,D,58.2756,-134.395,US,Juneau City and Boroug,110,,,
113,99850,Juneau,Alaska,AK,D,58.3835,-134.1978,US,Juneau City and Boroug,110,,,
114,99556,'Anchor Point',Alaska,AK,D,59.8371,-151.7078,US,'Kenai Peninsula',122,,,
115,99568,'Clam Gulch',Alaska,AK,D,60.2016,-151.4226,US,'Kenai Peninsula',122,,,
116,99572,'Cooper Landing',Alaska,AK,D,60.4767,-149.8235,US,'Kenai Peninsula',122,,,
117,99603,Homer,Alaska,AK,D,59.5374,-151.2356,US,'Kenai Peninsula',122,,,
118,99605,Hope,Alaska,AK,D,60.8726,-149.4683,US,'Kenai Peninsula',122,,,
119,99610,Kasilof,Alaska,AK,D,60.3164,-151.2896,US,'Kenai Peninsula',122,,,
120,99611,Kenai,Alaska,AK,D,60.6145,-151.2546,US,'Kenai Peninsula',122,,,
121,99631,'Moose Pass',Alaska,AK,D,60.6148,-149.4056,US,'Kenai Peninsula',122,,,
122,99635,Nikiski,Alaska,AK,D,60.7007,-151.2766,US,'Kenai Peninsula',122,,,
123,99639,Ninilchik,Alaska,AK,D,60.0108,-151.6396,US,'Kenai Peninsula',122,,,
124,99663,Seldovia,Alaska,AK,D,59.4495,-151.7009,US,'Kenai Peninsula',122,,,
125,99664,Seward,Alaska,AK,D,60.1329,-149.3985,US,'Kenai Peninsula',122,,,
126,99669,Soldotna,Alaska,AK,D,60.4818,-151.1358,US,'Kenai Peninsula',122,,,
127,99672,Sterling,Alaska,AK,D,60.5136,-150.8532,US,'Kenai Peninsula',122,,,
128,99682,Tyonek,Alaska,AK,D,60.0366,-151.6556,US,'Kenai Peninsula',122,,,
129,99901,Ketchikan,Alaska,AK,D,55.372,-131.6832,US,'Ketchikan Gateway',130,,,
130,99928,'Ward Cove',Alaska,AK,D,55.3954,-131.6754,US,'Ketchikan Gateway',130,,,
131,99950,Ketchikan,Alaska,AK,D,55.542,-131.4327,US,'Ketchikan Gateway',130,,,
132,99550,'Port Lions',Alaska,AK,D,57.7012,-153.5056,US,'Kodiak Island',150,,,
133,99608,Karluk,Alaska,AK,D,58.2687,-155.7971,US,'Kodiak Island',150,,,
134,99615,Kodiak,Alaska,AK,D,57.6036,-153.3751,US,'Kodiak Island',150,,,
135,99619,Kodiak,Alaska,AK,D,58.2687,-155.7971,US,'Kodiak Island',150,,,
136,99624,'Larsen Bay',Alaska,AK,D,58.2687,-155.7971,US,'Kodiak Island',150,,,
137,99643,'Old Harbor',Alaska,AK,D,58.2687,-155.7971,US,'Kodiak Island',150,,,
138,99644,Ouzinkie,Alaska,AK,D,58.2687,-155.7971,US,'Kodiak Island',150,,,
139,99697,Kodiak,Alaska,AK,D,58.2687,-155.7971,US,'Kodiak Island',150,,,
140,99548,'Chignik Lake',Alaska,AK,D,56.2448,-158.7578,US,Lake and Peninsula,164,,,
141,99549,'Port Heiden',Alaska,AK,D,56.9643,-158.5664,US,Lake and Peninsula,164,,,
142,99564,Chignik,Alaska,AK,D,56.3016,-158.4157,US,Lake and Peninsula,164,,,
143,99565,'Chignik Lagoon',Alaska,AK,D,58.2687,-156.6484,US,Lake and Peninsula,164,,,
144,99579,Egegik,Alaska,AK,D,58.2062,-157.3422,US,Lake and Peninsula,164,,,
145,99606,Iliamna,Alaska,AK,D,59.7525,-154.8236,US,Lake and Peninsula,164,,,
146,99625,Levelock,Alaska,AK,D,59.2905,-156.6503,US,Lake and Peninsula,164,,,
147,99640,Nondalton,Alaska,AK,D,58.2687,-156.6484,US,Lake and Peninsula,164,,,
148,99647,'Pedro Bay',Alaska,AK,D,59.8681,-154.0757,US,Lake and Peninsula,164,,,
149,99648,Perryville,Alaska,AK,D,55.9453,-159.2593,US,Lake and Peninsula,164,,,
150,99649,'Pilot Point',Alaska,AK,D,57.5952,-157.4493,US,Lake and Peninsula,164,,,
151,99653,'Port Alsworth',Alaska,AK,D,58.2687,-156.6484,US,Lake and Peninsula,164,,,
152,99623,Wasilla,Alaska,AK,D,61.5463,-149.5901,US,Matanuska-Susitna Borough,170,,,
153,99629,Wasilla,Alaska,AK,D,61.5841,-149.4436,US,Matanuska-Susitna Borough,170,,,
154,99645,Palmer,Alaska,AK,D,61.6303,-148.9872,US,Matanuska-Susitna,170,,,
155,99652,'Big Lake',Alaska,AK,D,61.523,-149.7288,US,Matanuska-Susitna,170,,,
156,99654,Wasilla,Alaska,AK,D,61.5923,-149.3959,US,Matanuska-Susitna,170,,,
157,99667,Skwentna,Alaska,AK,D,62.2804,-149.7152,US,Matanuska-Susitna,170,,,
158,99674,Sutton,Alaska,AK,D,61.7327,-148.7837,US,Matanuska-Susitna,170,,,
159,99676,Talkeetna,Alaska,AK,D,62.2605,-150.1101,US,Matanuska-Susitna,170,,,
160,99683,'Trapper Creek',Alaska,AK,D,62.5019,-151.0043,US,Matanuska-Susitna,170,,,
161,99687,Wasilla,Alaska,AK,D,61.5313,-149.4784,US,Matanuska-Susitna,170,,,
162,99688,Willow,Alaska,AK,D,61.8966,-150.0038,US,Matanuska-Susitna,170,,,
163,99694,Houston,Alaska,AK,D,62.2804,-149.7152,US,Matanuska-Susitna,170,,,
164,99659,'Saint Michael',Alaska,AK,D,63.4776,-162.1091,US,Nome (CA),180,,,
165,99671,Stebbins,Alaska,AK,D,64.7556,-165.6723,US,Nome (CA),180,,,
166,99684,Unalakleet,Alaska,AK,D,63.8835,-160.7884,US,Nome (CA),180,,,
167,99739,Elim,Alaska,AK,D,64.6217,-162.2604,US,Nome (CA),180,,,
168,99742,Gambell,Alaska,AK,D,63.7766,-171.7017,US,Nome (CA),180,,,
169,99753,Koyuk,Alaska,AK,D,64.7556,-165.6723,US,Nome (CA),180,,,
170,99762,Nome,Alaska,AK,D,64.8393,-164.4361,US,Nome (CA),180,,,
171,99769,Savoonga,Alaska,AK,D,63.6797,-170.4709,US,Nome (CA),180,,,
172,99771,Shaktoolik,Alaska,AK,D,64.3755,-161.1746,US,Nome (CA),180,,,
173,99772,Shishmaref,Alaska,AK,D,66.2306,-166.1373,US,Nome (CA),180,,,
174,99778,Teller,Alaska,AK,D,65.2402,-166.3833,US,Nome (CA),180,,,
175,99783,Wales,Alaska,AK,D,64.7556,-165.6723,US,Nome (CA),180,,,
176,99784,'White Mountain',Alaska,AK,D,64.7028,-163.4218,US,Nome (CA),180,,,
177,99785,'Brevig Mission',Alaska,AK,D,65.3342,-166.4786,US,Nome (CA),180,,,
178,99721,'Anaktuvuk Pass',Alaska,AK,D,66.6933,-153.994,US,'North Slope',185,,,
179,99723,Barrow,Alaska,AK,D,71.2346,-156.8174,US,'North Slope',185,,,
180,99734,'Prudhoe Bay',Alaska,AK,D,66.6933,-153.994,US,'North Slope',185,,,
181,99747,Kaktovik,Alaska,AK,D,66.6933,-153.994,US,'North Slope',185,,,
182,99759,'Point Lay',Alaska,AK,D,68.887,-164.2497,US,'North Slope',185,,,
183,99766,'Point Hope',Alaska,AK,D,66.6933,-153.994,US,'North Slope',185,,,
184,99782,Wainwright,Alaska,AK,D,66.6933,-153.994,US,'North Slope',185,,,
185,99789,Nuiqsut,Alaska,AK,D,70.1927,-150.9971,US,'North Slope',185,,,
186,99791,Atqasuk,Alaska,AK,D,70.4947,-157.4411,US,'North Slope',185,,,
187,99727,Buckland,Alaska,AK,D,66.8684,-159.8439,US,'Northwest Arctic',188,,,
188,99736,Deering,Alaska,AK,D,66.8684,-159.8439,US,'Northwest Arctic',188,,,
189,99749,Kiana,Alaska,AK,D,66.8684,-159.8439,US,'Northwest Arctic',188,,,
190,99750,Kivalina,Alaska,AK,D,66.8684,-159.8439,US,'Northwest Arctic',188,,,
191,99751,Kobuk,Alaska,AK,D,66.8684,-159.8439,US,'Northwest Arctic',188,,,
192,99752,Kotzebue,Alaska,AK,D,66.8653,-161.7808,US,'Northwest Arctic',188,,,
193,99761,Noatak,Alaska,AK,D,66.8684,-159.8439,US,'Northwest Arctic',188,,,
194,99763,Noorvik,Alaska,AK,D,66.8364,-161.0441,US,'Northwest Arctic',188,,,
195,99770,Selawik,Alaska,AK,D,66.8684,-159.8439,US,'Northwest Arctic',188,,,
196,99773,Shungnak,Alaska,AK,D,66.8684,-159.8439,US,'Northwest Arctic',188,,,
197,99786,Ambler,Alaska,AK,D,66.8684,-159.8439,US,'Northwest Arctic',188,,,
198,99903,'Meyers Chuck',Alaska,AK,D,55.5179,-132.0032,US,Prince of Wales-Outer,201,,,
199,99918,'Coffman Cove',Alaska,AK,D,55.9524,-132.7503,US,Prince of Wales-Outer,201,,,
200,99919,'Thorne Bay',Alaska,AK,D,55.6609,-132.5138,US,Prince of Wales-Outer,201,,,
201,99921,Craig,Alaska,AK,D,55.4732,-133.1171,US,Prince of Wales-Outer,201,,,
202,99922,Hydaburg,Alaska,AK,D,55.2087,-132.8259,US,Prince of Wales-Outer,201,,,
203,99923,Hyder,Alaska,AK,D,55.5179,-132.0032,US,Prince of Wales-Outer,201,,,
204,99925,Klawock,Alaska,AK,D,55.5526,-133.0555,US,Prince of Wales-Outer,201,,,
205,99926,Metlakatla,Alaska,AK,D,55.1215,-131.579,US,Prince of Wales-Outer,201,,,
206,99927,'Point Baker',Alaska,AK,D,55.5179,-132.0032,US,Prince of Wales-Outer,201,,,
207,99835,Sitka,Alaska,AK,D,57.0514,-135.3166,US,Sitka City and Borough,220,,,
208,99689,Yakutat,Alaska,AK,D,59.812,-139.5505,US,Skagway-Hoonah-Angoon,232,,,
209,99820,Angoon,Alaska,AK,D,57.5005,-134.586,US,Skagway-Hoonah-Angoon,232,,,
210,99825,'Elfin Cove',Alaska,AK,D,58.3318,-135.1813,US,Skagway-Hoonah-Angoon,232,,,
211,99826,Gustav,Alaska,AK,D,58.4284,-135.7615,US,Skagway-Hoonah-Angoon,232,,,
212,99829,Hoonah,Alaska,AK,D,58.0977,-135.4316,US,Skagway-Hoonah-Angoon,232,,,
213,99832,Pelican,Alaska,AK,D,58.3318,-135.1813,US,Skagway-Hoonah-Angoon,232,,,
214,99840,Skagway,Alaska,AK,D,59.4685,-135.3018,US,Skagway-Hoonah-Angoon,232,,,
215,99841,'Tenakee Springs',Alaska,AK,D,57.7943,-135.1844,US,Skagway-Hoonah-Angoon,232,,,
216,99731,'Fort Greely',Alaska,AK,D,63.952,-146.451,US,Southeast Fairbanks Census Area,240,,,
217,99732,Chicken,Alaska,AK,D,63.8706,-144.0026,US,Southeast Fairbanks (C,240,,,
218,99737,'Delta Junction',Alaska,AK,D,63.7964,-145.0726,US,Southeast Fairbanks (C,240,,,
219,99738,Eagle,Alaska,AK,D,63.8706,-144.0026,US,Southeast Fairbanks (C,240,,,
220,99764,Northway,Alaska,AK,D,63.8706,-144.0026,US,Southeast Fairbanks (C,240,,,
221,99776,Tanacross,Alaska,AK,D,63.8706,-144.0026,US,Southeast Fairbanks (C,240,,,
222,99779,Tetlin,Alaska,AK,D,63.8706,-144.0026,US,Southeast Fairbanks (C,240,,,
223,99780,Tok,Alaska,AK,D,63.8706,-144.0026,US,Southeast Fairbanks (C,240,,,
224,99566,Chitina,Alaska,AK,D,61.471,-144.991,US,Valdez-Cordova (CA),261,,,
225,99573,'Copper Center',Alaska,AK,D,61.471,-144.991,US,Valdez-Cordova (CA),261,,,
226,99574,Cordova,Alaska,AK,D,60.5362,-145.7534,US,Valdez-Cordova (CA),261,,,
227,99586,Gakona,Alaska,AK,D,62.6682,-144.1105,US,Valdez-Cordova (CA),261,,,
228,99588,Glennallen,Alaska,AK,D,62.1039,-145.6617,US,Valdez-Cordova (CA),261,,,
229,99677,Tatitlek,Alaska,AK,D,60.8906,-146.6703,US,Valdez-Cordova (CA),261,,,
230,99686,Valdez,Alaska,AK,D,61.101,-146.9,US,Valdez-Cordova (CA),261,,,
231,99693,Whittier,Alaska,AK,D,60.7734,-148.6839,US,Valdez-Cordova (CA),261,,,
232,99554,Alakanuk,Alaska,AK,D,62.6944,-164.6475,US,Wade Hampton (CA),270,,,
233,99563,Chevak,Alaska,AK,D,61.529,-165.5905,US,Wade Hampton (CA),270,,,
234,99581,Emmonak,Alaska,AK,D,62.7818,-164.5335,US,Wade Hampton (CA),270,,,
235,99585,Marshall,Alaska,AK,D,61.9287,-162.268,US,Wade Hampton (CA),270,,,
236,99604,'Hooper Bay',Alaska,AK,D,61.527,-166.1151,US,Wade Hampton (CA),270,,,
237,99620,Kotlik,Alaska,AK,D,63.0295,-163.5542,US,Wade Hampton (CA),270,,,
238,99632,'Mountain Village',Alaska,AK,D,62.1123,-163.6644,US,Wade Hampton (CA),270,,,
239,99650,'Pilot Station',Alaska,AK,D,61.9462,-162.8747,US,Wade Hampton (CA),270,,,
240,99657,'Russian Mission',Alaska,AK,D,61.7744,-161.3939,US,Wade Hampton (CA),270,,,
241,99658,'Saint Marys',Alaska,AK,D,62.1172,-163.2376,US,Wade Hampton (CA),270,,,
242,99662,'Scammon Bay',Alaska,AK,D,61.845,-165.5819,US,Wade Hampton (CA),270,,,
243,99666,'Sheldon Point',Alaska,AK,D,62.1172,-163.2376,US,Wade Hampton (CA),270,,,
244,99830,Kake,Alaska,AK,D,56.9736,-133.936,US,Wrangell-Petersburg (C,280,,,
245,99833,Petersburg,Alaska,AK,D,56.8271,-133.1607,US,Wrangell-Petersburg (C,280,,,
246,99836,'Port Alexander',Alaska,AK,D,56.536,-132.8279,US,Wrangell-Petersburg (C,280,,,
247,99929,Wrangell,Alaska,AK,D,56.4335,-132.3529,US,Wrangell-Petersburg (C,280,,,
248,99558,Anvik,Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
249,99584,Flat,Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
250,99590,Grayling,Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
251,99602,'Holy Cross',Alaska,AK,D,62.1926,-159.8251,US,Yukon-Koyukuk (CA),290,,,
252,99627,'Mc Grath',Alaska,AK,D,62.9457,-155.5712,US,Yukon-Koyukuk (CA),290,,,
253,99665,Shageluk,Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
254,99675,Takotna,Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
255,99691,Nikolai,Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
256,99720,Allakaket,Alaska,AK,D,66.5432,-152.7122,US,Yukon-Koyukuk (CA),290,,,
257,99722,'Arctic Village',Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
258,99724,Beaver,Alaska,AK,D,66.9297,-149.193,US,Yukon-Koyukuk (CA),290,,,
259,99726,'Bettles Field',Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
260,99730,Central,Alaska,AK,D,65.4681,-144.7489,US,Yukon-Koyukuk (CA),290,,,
261,99733,Circle,Alaska,AK,D,65.8245,-144.0826,US,Yukon-Koyukuk (CA),290,,,
262,99740,'Fort Yukon',Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
263,99741,Galena,Alaska,AK,D,65.8263,-154.4373,US,Yukon-Koyukuk (CA),290,,,
264,99745,Hughes,Alaska,AK,D,66.0382,-154.2644,US,Yukon-Koyukuk (CA),290,,,
265,99746,Huslia,Alaska,AK,D,65.6899,-156.292,US,Yukon-Koyukuk (CA),290,,,
266,99748,Kaltag,Alaska,AK,D,64.3305,-158.7243,US,Yukon-Koyukuk (CA),290,,,
267,99754,Koyukuk,Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
268,99756,Manley Hot Springs,Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
269,99757,'Lake Minchumina',Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
270,99758,Minto,Alaska,AK,D,65.0584,-149.6912,US,Yukon-Koyukuk (CA),290,,,
271,99760,Nenana,Alaska,AK,D,64.5577,-149.0867,US,Yukon-Koyukuk (CA),290,,,
272,99765,Nulato,Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
273,99767,Rampart,Alaska,AK,D,65.509,-150.1619,US,Yukon-Koyukuk (CA),290,,,
274,99768,Ruby,Alaska,AK,D,64.7201,-155.5039,US,Yukon-Koyukuk (CA),290,,,
275,99774,'Stevens Village',Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
276,99777,Tanana,Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
277,99781,Venetie,Alaska,AK,D,67.0104,-146.4137,US,Yukon-Koyukuk (CA),290,,,
278,99788,Chalkyitsik,Alaska,AK,D,65.2264,-151.0251,US,Yukon-Koyukuk (CA),290,,,
