V1,
 YES! &amp; looks like an old @drgarybennett figure MT @drccushing: working in #mHealth #eHealth? look at Figure 1. http://t.co/CpOghnbSPT,Medical
 Yes you heard right...we are open today!! You can book anyone of our wellness treatments. #Massage #Acupuncture,Medical
" Yes Virginia, Obamacare Still Exists | from @LAB08 http://t.co/seHtJzL91J #hcr #aca",Medical
" yes exciting stuff, #GetFit site launches 28/May! RT @Goudi: #GetFit Launch Announced to Harness Social Media... http://t.co/zfuB53ZIdH",Medical
" Yes &amp; no...“@pharmaguy: Will 2013 Be the Year of \Digital Pharma?\"" Take a close look at the data http://t.co/uyQ2Y7Dxco #epharma #pharma”""",Medical
 Yep. RT @DrDave01: Mobile technology could save billions on #healthcare costs | VentureBeat http://t.co/K3kfU9fnMn via @VentureBeat,Medical
 Yeah! Tomorrow I'll get to see Tony Tony Chopper! The chibi reindeer! #Chopper #Doctor #OnePiece,Medical
 Yay???????? #hospital #trip #sarcasm http://t.co/JntipBE35j,Medical
 Yay...so ready to get my wisdom teeth out...all four of them.. #fml #somuchpain #Life #Fail #dentist,Medical
 Yay!!! My baby brother is Officially Doctor DePalma!!!!! #doctor #medschool #medicalschool… http://t.co/f7VMxaOztg,Medical
" Yay! Time for a filling! #shitnoonesays #dentist #merrr place <tweepy.models.Place object at 0x01F33590> coordinates {u'type': u'Point', u'coordinates': [-83.47027613, 41.6369082]}",Medical
 Yay! RT @drpatriciafitz: Random thought of the day: So proud to be an @EmperorsCollege alum MTOM &amp; DAOM !!! #chinesemedicine #acupuncture,Medical
 Yay going to my second home today!  #Hospital,Medical
" Xrays, ekg , and blood work #hospital :(",Medical
 x-ray swag. #hospital http://t.co/Fbgm8GPRuF,Medical
" XPrize Competitions seem to inspire human greatness, this is just the beginning: http://t.co/1tf5GTdYRs @scanadu #tricorder #HealthTech",Medical
" WWWTP #7 (What's Wrong With This Picture) Chest xray with a subtle finding, can you find it? What is it? http://t.co/NoZ4nVaX9M #FOAMed",Medical
 Wuaaaa that's place T___T #moment #remember #miss #pictoftheday #hospital #instapict #instamiss… http://t.co/IHV6yuLjg7,Medical
 WTF files... MT @RitikaGoelTO: Growth in antipsychotic drug use even in infants http://t.co/aZJF2yCS5g #pharma #cdnhealth #mentalhealth,Medical
 Writing writing writing #Als http://t.co/bklbsbZrhy,Medical
" Wrecked cars, debris jammed into main entrance of #hospital in Moore, #Oklahoma: http://t.co/FK0uQZ3ibq",Medical
 Wow: how #populationhealth means something different in developing nations: http://t.co/02LGynkJDf #mhealth #mobilehealth #healthIT,Medical
 Wow. #Obesity Now Costs Americans More In #HealthCare Spending Than Smoking - Forbes http://t.co/ygT3pLU28m,Medical
" Wow, can you imagine? RT @karengrepin: In China, Breathing Becomes a Childhood Risk  http://t.co/c9t66C1oJm #globalhealth #ehealth",Medical
" WOW!! “@KickBrainTumors Cold plasma successful against brain cancer cells, study suggests: http://t.co/F3R1qp487v #BrainTumorThursday #BTSM",Medical
 Wow! #Healthcare costs in #Sri #Lanka is low : #CT scan (head) #USD70 compared to #US prices. We are lucky.,Medical
 Wow there 2 woman here at the #dentists office that wont shut up. Women r sooo different from us men who just want to chill. Shut up!!!,Medical
 Wow the belated #birthday #presents keep rolling in :D thanks @benstoned1 for paying my #doctor fee… http://t.co/hLJDVYwuyc,Medical
 Wow I can't feel my mouth at all #dentist ????,Medical
 Wow I am not enjoying having a numb upper lip?? #dentist #feelssoweird #getmeouttahere,Medical
 Wow already....I can't believe how time flies! #21 #birthday #giftoflife #thankyoumom http://t.co/MeBx87BIR7,Medical
 Would you survive an #EHR meaningful use audit? Learn how to prepare: http://t.co/YDBZirGPnh,Medical
 Would you survive an #EHR meaningful use audit? Learn how to prepare: http://t.co/tiBQKq90Dk,Medical
 Would you resort to speed dating when searching for a new doctor? #hcmktg http://t.co/WvrUkSORXt,Medical
 Would you resort to speed dating when searching for a new doctor? #hcmktg http://t.co/UNESnnMRbN,Medical
 Would you resort to speed dating when searching for a new doctor? #hcmktg http://t.co/4JfXaU3t0O,Medical
" Would you like to move your #dental business from surviving to Thriving? Then talk to an Expert, @gary_takacs",Medical
 Would you like to learn more about our #healthcare reform #financial modeler? Learn more http://t.co/jOkzU0n79S. #ACA,Medical
 Would you like to keep up with BHM and our blogs on a weekly basis? You will be on the cutting edge of healthcare news. #healthcare...,Medical
 Would been a #Doctor if I was pose to have #Patience...#SAYDAT,Medical
 Would a listing of #healthcare costs be helpful to you? - Have Healthcare Your Way: How Much Does It Cost? http://t.co/QquobdRSmO,Medical
 Would a listing of #healthcare costs be helpful to you? - Have Healthcare Your Way: How Much Does It Cost? http://t.co/9p8DIu3x38,Medical
 Worth it ang sakit!! Hrrr#dentist#edge to edge# http://t.co/dBsJkIbRWF,Medical
 worst time of my life #dentist #hateit ??????,Medical
 Worst I've felt in a Long time. Eye feels/looks like its been powerfully hit 50 times. #ohmy #stressed #doctors,Medical
 worst day ever #hospital,Medical
 Worlds first Learning Pillbox assists  #adherence http://t.co/GbsuDiJEeI #wisepill http://t.co/hIsnn7EG9H,Medical
 World-class #aphasia program gives #stroke survivors a lift http://t.co/U3gEzKXbZW,Medical
 World Health Organization on diseases and disorders treated with #acupuncture. #ChineseMedicine http://t.co/y5UZ4vqba7,Medical
 World Health Assembly convenes with focus on post-2015 global development …  #globalhealth http://t.co/Y8sPdKBa8j,Medical
" Worksite wellness programs is promoted by parts of #ACA. If your office doesn't have a gym, it soon might. http://t.co/jpbERzLF1b #HCR",Medical
 Worksite clinics offers a innovative #healthcare plan 4 your business. Employee-centered.  Employee engaged. Saves you $'s. Contact me.,Medical
 Workplace wellness programs can generate savings http://t.co/S25AtmVVNR #healthcare,Medical
 Workout day. #getfit #bestfriends #spousey #getatus???? @bowling_olivia http://t.co/HVDqk6JGJT,Medical
" Workout at 5am, then a 2 mile run #productive #morning #getfit #lifting",Medical
 Working with my besties @heidy_1622 luisabenjumea #doctors #er http://t.co/GHfLeszlPq,Medical
 Working with @twilio integration to bring added notifications for users on http://t.co/PdBEvnIUqO #healthIT #bigdata #healthcare,Medical
 Working the hospital bands #Hospital #NiNight #PutToSleep http://t.co/zMgdD4XAdw,Medical
 Working out without results would be depressing #eatright,Medical
" Working in the #healthcare industry? Your #career may need a rudder, via @MyHCExec http://t.co/Cdpxm1CSo1 #job #jobs #hc",Medical
" Working behind the scenes at #flufighter HQ, updating the website and tweaking our flu kills posters. More details soon! :)",Medical
" Workers start 2-day #strike at #UC #hospitals - #San #Diego, #California News Station-KFMB Channel 8 http://t.co/GMPxjbEi47",Medical
 Worked 8 hours and then biked for 20 mins...not much but I'm proud of myself #getfit #slowlybutsurely,Medical
" Work out time #getfit place <tweepy.models.Place object at 0x01E33370> coordinates {u'type': u'Point', u'coordinates': [-84.458741, 39.07029205]}",Medical
 Work in #pharma marketing? Follow the #VelocityDS feed this afternoon: http://t.co/vO9HE2SZ9d #hcmktg #socpharm,Medical
 Word Of The Day: Fiduciary #HealthLaw&amp;Ethics,Medical
 WOOOOOW #the #doctor http://t.co/CZl5AcYaox,Medical
 Woohoo! #glutenfree falafel with salad and babaganoush (at @MaozVeg) http://t.co/cqV6qGQnEs,Medical
 woo numb mouth?? #dentist,Medical
" Wonderfully inspiring words from Stephen Lewis on medicare, CHCs, + social democracy: http://t.co/EF6JO2rZcR #Medicare50 #cdnhealth #cdnpoli place <tweepy.models.Place object at 0x01F33730>",Medical
" Wonder if active purchasing led to insurers staying out of CA exchange, or if it just looks that way: http://t.co/ryD7RuhCN0 #hcr",Medical
 Women suffer more mental health problems than men due to stress of juggling many roles http://t.co/9UqF7cUCFG #mentalhealth #globalhealth,Medical
 Women Less Likely to Get Trauma Center Care After Injury: Study: Title: Women Less Likely to... http://t.co/ipYAhgF5fP #healthcare #news,Medical
 Woman with severe mental disorder wins right to have abortion - http://t.co/eBnrDc4obD #bioethics #law #jurisprudence,Medical
 Woman kicked out of hospital dies in #police custody http://t.co/Qn76DZB6LU @youtube  ~  #healthcare #justice,Medical
 Wittle babyyy scared yet?! #dentist @shelbi_hooten http://t.co/30yIutuMsr,Medical
" Without feedback, #doctors aren't able to improve their #coding to improve patient care and maximize reimbursements. Designate a CPC",Medical
" Without #healthcare benefits, miners will be forced to deal with injuries like black lung and #cancer on their own. #UMWA",Medical
 With thousands of #digitalhealth apps available; how do consumers find them all? http://t.co/g4KhP6HEHt #healthit #hcsm,Medical
" With SG Regina Benjamin and new CDC program for smokers-\Talk With Your Doctor\"" #aafp http://t.co/vkn6kjtM50""",Medical
" With Pain Management Training, You'll Never Have to Refer Another Client Again. http://t.co/WpbRRX4Xcr #meded,  #doctors",Medical
 With my lovely cousin :* Miss this time...at #hospital  #intan http://t.co/c4aNlOMNkz,Medical
" With high deductible health plans, it pays to shop around for care http://t.co/nrqoXoU5mp  via @bangordailynews #Hospital #Insurance",Medical
" With High Deductible Health Plans, It Pays To Shop Around For Care  http://t.co/ezftxKog9o #healthinsurance #healthdisparities",Medical
 With fellow #dermatologist Dr Jaliman at @selfmagazine's #molecheckmonday http://t.co/MXSfM1qH6Q,Medical
 With Dr. Santos...#cardiologist #arrhythmia #amiodarone http://t.co/qGHAfvidO4,Medical
" With Consensus and Money, State Takes on Mental Health Care http://t.co/KXVEmdzCn9 #mentalhealth #healthdisparities",Medical
" With changed market access requirements, companies need to transform their launch approach to meet these changes #asia #pharma #biotech",Medical
 With biotech collaborators RuiYi sets sail developing new biologic drugs for China #biologics #biosimilars #biobetter http://t.co/WNaIvZEfjV,Medical
" With #healthcare spending as much as 35% of their budgets, a #governor has a tough job to manage. http://t.co/QyRJeGJmyy #CHSBlog",Medical
 With #HCR changing the landscape. Employers must stay informed with changes. #PPACA - http://t.co/iraaRVV7aR,Medical
 With #HCR changing the landscape. Employers must stay informed with changes. #PPACA - http://t.co/hqznLDQVj6,Medical
 With #HCR changing the landscape. Employers must stay informed with changes. #PPACA - http://t.co/e6qSKVW1wW,Medical
 Wishing all #EMS providers in #FairfaxCounty a Happy &amp; Safe EMS Week.  http://t.co/rsOl94lcaF,Medical
 Wishing @AmericanCancer a happy 100th bday this wk. Thanks 4 helping people learn how to reduce their cancer risk &amp; #GetFit #FinishTheFight,Medical
 Wishing @AmericanCancer a happy 100th bday this week.Thanks for helping people learn how to reduce their cancer risk #GetFit #FinishTheFight,Medical
 Wisdom+heart+artistry. Bravo Pat @millerdwan and @Amri_Studio on amazing work. http://t.co/WsfMDOyvqi #philanthropy #mentalhealth #hospice,Medical
 Wisdom teeth are also known as third molars. #teeth #dental #dentalcare #orthodontic http://t.co/xvgxZLLyNv,Medical
 Wisdom of Death. #dentist #dental #machineries #xray #wisdom #wisdomteeth @ Cure Dental &amp; Orthodontics http://t.co/urugsQU5o7,Medical
 Wisdom for caregivers from Dr. Seuss #Caregivers http://t.co/YjOjWCFCgB #multigenerational #combatburnout,Medical
 WisCon Preparations: A Brave New World of Bioethics – this ain't livin' http://t.co/ft6nLAOfaB #bioethics,Medical
 wiped out big time #solarflares #acupuncture #snoooooooze,Medical
 Winston Churchill ! Les Daleks ! #Doctor Who ! #france4,Medical
 Window Washers at Children's #Hospital #Pittsburgh: http://t.co/XjrLaGR3jT,Medical
 Wilton's Fit Girls complete benefit 5K http://t.co/GHC780chJp  - #hospice,Medical
 Willis North America launches private health insurance #exchange: http://t.co/mDMWtSbsyS | #HIX,Medical
 Will we see Exchange Markets under Obamacare work in 2014? Or will we have to wait for 2015? http://t.co/75y4ib6JA9  #HealthIT #ACA,Medical
" Will value driven, multidisciplinary team approach to #healthcare save money and improve quality? http://t.co/QhvuHESwvY via @aafp",Medical
 Will VA and DoD defenses be interoperable? #EHR http://t.co/utDv2s6LCH,Medical
" Will the government delay the #ICD10 compliance date of October 1, 2014? Don’t count on it, says #CMS (@medscape) http://t.co/lcUYqSZHMK",Medical
 Will spouses be covered under the Affordable Care Act? #healthcare #obama http://t.co/YoRczFZqip via @wallstCS,Medical
 Will new #IBMWatson Customer Engagement Advisor allow patients to solicit high quality Rx/health info? #hcsm #hcsmeu http://t.co/dcgqUVju9D,Medical
 Will My Varicose Veins Get Worse if I Don’t Have Them Treated? Find out here: http://t.co/FELw6MlLDs #doctor #veins #health,Medical
 Will I play my ukulele again at the July #RaganHealth? Find out! http://t.co/HJX609MbN0 #hcsm #hcmktg,Medical
 Will I play his ukulele again at the July #RaganHealth? Find out! http://t.co/HJX609MbN0 #hcsm #hcmktg,Medical
 Will high tech innovations actually improve health outcomes? http://t.co/U2eIr4uf78 #HIT #Healthcare AD,Medical
 Will going crazy soon #ortho #dentist #bending #a #wier #monang #vineapp https://t.co/gFimbI5V4y,Medical
 Will Gap Filler's Pallet Pavilion see one more summer? You decide - I pledged. Will you? https://t.co/ypgyDkJsdS via @pledgeme #chc,Medical
 Will be hitting hill w/Karyn Estrella #stopCBforHME #HR1717 #hmenews,Medical
" Will be focusing in #hipaasecurity presentation on policy debate about what is in and out of #HIPAA, and how these issues may be addressed.",Medical
 Will apologise now for being consistently late to lessons throughout sixth form #Doctor #Dentist #Optician #Dentist #NoWaitThatWasLastWeek,Medical
 Will #PPACA help or hurt your business? Do the pros outweigh the cons? #HCR - http://t.co/p7YvvUk1V4,Medical
 Will #PPACA help or hurt your business? Do the pros outweigh the cons? #HCR - http://t.co/N8T7l1B3EX,Medical
 Will #PPACA help or hurt your business? Do the pros outweigh the cons? #HCR - http://t.co/cBUiZTaN4l,Medical
" Will #healthcareIT ever learn to spell API?  \Universal EHR? No. Universal Data Access? Yes.\"" http://t.co/5OAzODTzZo #HIT #HCIT""",Medical
 Will #healthcare reform mean fewer drug approvals? Find out with #HBABostonLeaders http://t.co/2neKeP2t5k #pharma #biotech #medicaldevices,Medical
 Wildflours Gluten-Free Group to meet June 16 at Hickory Knolls Discovery Center - Chicago Tribune http://t.co/fMEjeR37hm #glutenfree,Medical
 WikiHow was actually pretty spot on with what the hospital has done so far... Good to know. #raisebloodpressure #wikihow #hospital,Medical
" Wife at the hospital, and I'm in the waiting room. I better not miss my daughter's birth. #Hate #Hospitals",Medical
 WI 1848 Forward: #Healthcare : #Walker knows how to #discriminate ! Wonder if #Grothman and #Pridemore support it? http://t.co/NkTsbYK7lJ,Medical
 Why You Should Question Your Doctor: http://t.co/5dIR8fX9c5 #questions #doctor Please RT,Medical
 Why You Should Not Ignore Pinterest in Your Social Media Strategy | http://t.co/g7Q4y250du #hcsm #doctor #hcsmeu,Medical
 why you should go for SpectraSuite http://t.co/GqNNFFXuoq #ehr #emr #healthcare,Medical
 Why you should care about changes to the DSM mental-health bible http://t.co/mRQSGFtB0v #Disease #Health,Medical
 Why you may need more frequent teeth cleanings if you've had chemo: http://t.co/qxU9xEIcp7  #cancer #dentist,Medical
 Why Website Content for Patients Should Be At 6th Grade Reading Level http://t.co/567fwnZsyJ #hcmktg,Medical
 Why VC's Shortchange #Healthcare IT—And How to Change It http://t.co/Ffluwzt2u2 #HealthIT #DigitalHealth #HealthTech,Medical
 Why VC's Shortchange #Healthcare IT—And How to Change It http://t.co/C4K8rAacMZ #HealthIT #DigitalHealth #HealthTech,Medical
 Why Toothpaste Makes Orange Juice Bitter: What is it about toothpaste that transforms the sweet... http://t.co/cddgXrYxvM #dental  #labs,Medical
 Why Toothpaste Makes Orange Juice Bitter http://t.co/z9FecsTvcL #dental,Medical
 Why this doctor loves his medical record - http://t.co/G0SD8EAFdZ #Epic #EMR #hcr,Medical
 Why the US Needs #Acupuncture Therapy http://t.co/xHgogjlgZm  #Arthritis #ChineseAcupuncture,Medical
 Why the Past Cannot Predict the Future of MOOCs and Online Learning [#Infographic] | http://t.co/vx3yb4SdE2 #meded #cmechat #edtech,Medical
 Why the FMA? Take it from your colleagues. http://t.co/P0DHofxBtU #Physicians #Doctors,Medical
 Why the debate over vaccine safety?: my blog. Vaccine Nation #thriller #autism #vaccines #vaxfax #FluShot http://t.co/57znysiVsj,Medical
 Why shop if you can't choose! The big obstacle in #healthit adoption is that consumers don't really have a choice. http://t.co/qgZ8mDuii7,Medical
 Why preserving #California's safety net is crucial to acheiving #health4all http://t.co/2yaNFdvzit #hcr #health #aca #medicaid #CAgov,Medical
 Why physicians need to write http://t.co/oZkO9v8Zg5 #hcsm #hcsmin,Medical
 Why physicians need to write http://t.co/mRaeSLciUd #hcsm #hcsmin,Medical
 Why pay for performance saves lives in the UK but not in the US #hcr http://t.co/pjCAAA9f7t,Medical
 Why one trader is selling puts in Ariad http://t.co/tZLS58tmR7 #biotech,Medical
 Why not try @chefswade to see if they would be interested in our charity day @da_macey @RTCCJonnyA #hospice,Medical
 Why not insult ALL PNM supporters? #anand #EMS,Medical
 Why Nevada's #healthcare #PatientDumping #scandal is far from over http://t.co/SrqNgYuE4F #DumpGate #NVLeg #NVGov #nvp2,Medical
 Why most Chinese herbs education doesn’t work http://t.co/NEgK0C4XQx #AlternativeMedicine,Medical
 Why modernizing state IT infrastructures is crucial for #HIX http://t.co/tKtBIasEpw  #HealthIT,Medical
 Why Medical Practices Scrimp on EHR Training But Shouldn’t http://t.co/hVovlgmn9j #ehr,Medical
 Why me? #hospital #fml http://t.co/TW8G9VF961,Medical
 Why it is important to utilize top-notch #eClinical products for EDC &amp; ensure clean gender data in #clinicaltrials. http://t.co/pzgAuJSaOv,Medical
 Why is my foot killing me... #doctor,Medical
 Why Is Collaboration Key To Reduce Readmissions? @FuturityNews #healthcare #readmissions.. http://t.co/WO5D36w4qW,Medical
 Why is a loved one's pain so physically draining on #caregivers ?,Medical
 Why is #healthinsurance enrolled annually? Would we be healthier and more committed with a longer-term outlook -- e.g. 3-year plans?,Medical
 Why Irrelevant Giveaways and Games Are Killing Your Facebook Page http://t.co/TpIfaKeZe1 &lt;=Must read. #hcsmeu #socpharm #pharmamktg,Medical
 Why Insmed Shares Soared http://t.co/X9cMz98EBj #biotech,Medical
 Why Insmed Shares Soared http://t.co/F8NqXAVCOl #biotech,Medical
" Why hello there, lactation room. ???? #pjb #office #workplace #lactationroom #breastfeeding #mommyduties… http://t.co/v6TpPUF7NQ coordinates {u'type': u'Point', u'coordinates': [121.01713387, 14.55788398]}",Medical
 Why healthcare professionals can't afford to ignore the potential of apps http://t.co/mHzmumJOZ0 #mhealth #healthapps,Medical
 Why healthcare in developing nations is one of the greatest challenges of our Time.  http://t.co/ZrWLqI197k. #healthcare #globaldevelopment,Medical
 Why Healthcare Can’t Afford to Ignore Social Media http://t.co/bUd7KKo5nb #socialmedia as a present #ehealth tool ;),Medical
 Why Healthcare Blogging is Better than Social Networking | Patricia Redsicker http://t.co/buf8GWXqNT #hcsmeuES,Medical
 Why Healthcare Blogging is Better than Social Networking | Patricia Redsicker http://t.co/1RAGV3WICD #hcsmeuES,Medical
" Why Health IT Security Grows More Complex http://t.co/Yr3lNGdICY #healthIT,",Medical
 Why Having A Pet Tends to Improve Your Heart Health http://t.co/UliI0t97tM #HIT #HealthIT,Medical
 Why frontline staff should embrace a paperless NHS http://t.co/dwfaB3AuPb What do you think? #NHS #healthcare #paperless,Medical
 Why expand #healthcare with no proven benefits? via @mfcannon http://t.co/ot0C5w8q2A #arleg #arpx #hcr #tlot,Medical
" Why Even Good Hospitals And Doctors Are An Obstacle To Better, Cheaper #Healthcare - http://t.co/UXSubTHREa perverse incentives",Medical
 Why dont you love me #HCR,Medical
 Why does no one ever want to go work out with me?! #getfit #loner,Medical
 Why does Canada need a national #Pharmacare program? Watch this compelling video… http://t.co/PhuzsZ2ftf #CdnHealth #CdnPoli #Pcare2013,Medical
 Why does Canada need a national #Pharmacare program? Watch this compelling video http://t.co/o6YvYOIk6h #CdnHealth #CdnPoli @MargaretAtwood,Medical
" Why do you participate in clinical trials? Or, why would you like to? Tell us! #clinicaltrials",Medical
 Why do people have wisdom teeth? #teeth #dental #orthodontic http://t.co/NrWwzaz1A7,Medical
 why do my gums keep swelling up #askadentist #dentist #teeth #gums,Medical
 Why do I feel so lazy? Gotta get fit and I only think about it. #needmotovation #getfit #idontwannabefat,Medical
 Why Chiropractic Mobilization Works for Back Pain - #Chiropractic http://t.co/15QFeid3ge. Foster Family Chiropractic #FFC,Medical
 Why can't one have a #glutenfree cupcake delivered at 9:30 pm? Is that asking too much to ask?,Medical
" Why can't nursing school be as straight forward as memorizing a 50 pg packet? #hospitals place <tweepy.models.Place object at 0x01E338F0> coordinates {u'type': u'Point', u'coordinates': [-77.09709228, 41.21630527]}",Medical
 Why breast-fed babies benefit nutritionally. http://t.co/xnSg68FsrV #breastfeeding #babies #health,Medical
" Why are #doctors offices so uncomfortable? Chances are your already miserable since your there, so why do they have to make it worse? place <tweepy.models.Place object at 0x01F33750> coordinates {u'type': u'Point', u'coordinates': [-106.67951063, 35.15655892]}",Medical
 Why Americans Should Worry About China’s Food Safety Problems http://t.co/4cIqZ73zh4 #FDA #US #China #FoodSafety #NGO,Medical
 Why am I watching 24 hours in A&amp;E #grim #hospitals,Medical
 Why am I such a clutz #concussion ????,Medical
 Why am I so happy to be here! Hahaha #dad #dentist #funny https://t.co/cdoiENLYwu,Medical
 Why Alberta’s demand for cheap generic drugs has sparked protests and complaints - @edmontonjournal http://t.co/n4ds04ofIH #cdnhealth,Medical
 Why 15% of doctors say they have no plans to adopt an #EHR - http://t.co/ktyEEUjMmh via @InformationWeek #mHealth,Medical
 Why #VC's Shortchange #HealthIT—And How to Change It http://t.co/n5z0m0Q4E1 #SGHI #Digitalhealth,Medical
