copd,copd,asthma,lung,heat,help,treatment,aae,breathing,cancer,diagnosis,humidity,inhaler,kk,learn,nsw,preperation,sideeffects,symbicort,air,car,care,cars,cause,difference,difficulties,disease,donating,fight,h,health
,52,51,8,7,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
diabetes,asthma,diabetes,vitamin,drugs,reduces,chronic,bronchitis,clinical,emphysema,researchers,trial,heart,cancer,condition,health,hypertension,arthritis,smoking,aids,cities,depression,drops,etc,fit,help,hurt,list,management,nat,ranks
,50,50,13,12,12,11,9,9,9,9,9,6,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3
medical,asthma,medical,center,allergy,cannabis,health,australia,condition,medication,poster,agree,allergies,assistants,attack,colorado,g,hiring,lpns,medicalnews,mkws,news,pe,pkzx,prn,publications,rns,szmpb,via,alabama,app
,48,45,8,6,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
flu,asthma,flu,pneumonia,tuberculosis,cough,fever,sick,anaemic,composis,due,immune,level,stress,sys,umara,weakened,week,allergies,bit,bronchitis,chro,complete,gettin,illnesses,little,marijuana,medical,natural,petertosh,qepa
,31,31,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
cantbreathe,asthma,cantbreathe,lt,allergies,bad,air,attack,day,dying,e,hate,toohot,type,weather,x,anddd,annoying,attacks,beginnss,bitch,butt,change,classrooms,cold,combinations,conditioner,course,crackingup,days,develop
,21,21,4,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
asthmaawarenessmonth,asthma,asthmaawarenessmonth,day,iq,quick,quiz,test,children,affects,average,cause,days,disproportionately,hospital,hours,length,minorities,perspectives,stay,sufferer,v,va,a,aam,air,americanlungmd,apps,asthmatic,attacks,avsgbu
,19,19,8,5,5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
asthmaprobs,asthma,asthmaprobs,attack,laying,act,albuterol,bad,bed,cigarette,cleaning,dust,fish,friend,getting,hate,hfeldss,letmesleep,ll,love,meds,miny,ready,shaky,smoking,stand,street,sucks,thatsucks,unpredictable,waking
,6,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
leukemia,asthma,chronic,divine,fh,journey,la,legend,lenglen,leukemia,suzanne,tennis,u,zjnaqfj,h,kmngnf,pfralwso,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
diabetic,asthma,bad,diabetic,glucosegirly,shannonfurbee,acting,day,don,haha,hours,im,isn,join,kerri,lucky,people,pretty,suggested,vlog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
acupuncture,asthma,acupuncture,adhd,allergies,article,awareness,causes,check,cure,help,hold,hundreds,i,it,iyimb,mefsrsscag,month,natural,naturally,pphm,qu,solved,strategies,surprising,underlying,webisode,wtpfl,yvjg,NA,NA
,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA
allergist,allergist,asthma,allergy,office,lisa,acaai,care,center,cheers,chill,e,fuckallergies,getting,ggjh,giouswnu,girl,inhalers,m,nebulizer,qctgnfwqy,question,questions,re,reading,specialists,submit,sufferers,takin,treatment,treatments
,6,6,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
alternativemedicine,asthma,alternativemedicine,homeopathy,remedies,treatment,attacks,dya,e,hefysa,home,homeopathic,ic,jeyi,mrt,natural,p,relief,relieve,tyyx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,5,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anesthesia,anesthesia,asthma,autoimmune,grimalkinrn,hahah,looked,pleurisy,scare,wtf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aphasia,allergies,alpha,antitrypsin,aphasia,asthma,awareness,brain,cancer,cee,deficiency,fba,grey,j,ribbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
biotech,adcom,asthma,avandia,biotech,data,digest,free,gsk,infi,ipi,pharma,weekly,bp,featuring,hoe,regulatory,safety,ttbvi,xorkyw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cardiologist,aren,asthma,call,cardiologist,half,ineedanadult,pfts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caregiver,asthma,caregiver,child,medications,question,reported,using,dssdngj,h,j,kbfgeyocae,kr,l,mplwrzqji,oxi,paediatric,wud,yqpcg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chiropractic,asthma,chiropractic,care,alternative,bike,dr,effective,fit,help,hn,issue,kdtdukg,little,manage,month,nmpx,office,proper,read,reason,rubin,searching,solutions,stacey,stretch,treatments,um,urytlg,yxg,NA
,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
clevelandclinic,a,air,allergy,asthma,clevelandclinic,f,forgo,fresheners,help,qw,reduce,rv,symptoms,tips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cochrane,ed,analyses,asthma,cochrane,cost,foamed,hr,improve,mdi,meta,mild,mod,nslijem,peds,savings,shorten,stay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
concussion,asthma,attack,checked,concussion,driven,field,finally,gator,jhc,lash,mdpm,trooper,week,whip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,2,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cpr,asthma,cpr,attack,breath,justin,mouth,ok,actually,afiqzirafah,aid,backstrom,boy,care,cause,center,certified,cheesy,chest,concert,eyesueme,fake,feels,fine,fuck,fucking,gzlqmghb,haha,hahahah,hancock,hate
,6,6,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dentist,asthma,dentist,baby,check,children,common,decay,hour,iuajtxukps,tooth,visits,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dentists,ago,asthma,busy,checkup,dentists,interview,jobcenter,morning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dermatology,asthma,clinics,dermatology,lol,parking,renal,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
therapy,therapy,asthma,salt,saltroomtherapy,x,acute,ailments,alert,alternative,approach,attendance,available,biz,capital,chandigarh,checking,children,coding,covers,cures,delhi,delivery,disea,ebhbnjw,escalating,exacerbation,fbb,hyo,india,issues
,9,8,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
vaccines,asthma,vaccines,children,h,links,n,safe,cjjhoise,w,allergy,autism,journal,news,proving,science,admin,alert,biomedical,cancer,ckifnzdta,clinical,drugs,forefront,gene,include,j,ksfkxe,novel,nrd,nw
,7,7,4,4,4,4,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
edema,airway,asthma,bronchoconstriction,constriction,edema,intralumen,mechanism,mucus,muscle,smooth,tissue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ehealth,asthma,cdc,ehealth,airplane,allergy,anaphylaxis,attack,black,bleach,caused,coffee,died,e,emergency,everyday,experience,grandmother,hair,induced,kept,landing,maryannpetti,nhlbi,nih,peanut,sister,type,x,NA,NA
,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA
ems,asthma,attacks,call,ems,iv,protocol,severe,steroid,usage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fda,asthma,fda,soon,inhalers,access,according,aerosol,allergy,approves,bulletin,care,cfc,combivent,consumerhealth,contain,dated,device,environmental,f,force,g,gone,kn,kwkmkbss,market,maxair,ne,patients,products,proposal
,5,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fertility,increase,asthma,burns,cancer,cd,diabetes,etc,eva,fertility,heart,immunity,iq,itz,raisers,tis,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
foamed,asthma,foamed,ed,mdi,peds,nslijem,spacer,cost,efficacy,initiated,mild,mod,nyacadmed,rn,stay,steroids,admitted,analyses,answer,cochrane,docs,effect,effective,emtutor,equal,evidence,fewer,finally,hmm,hr
,7,7,6,4,4,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
gesundheit,allergies,asthma,change,climate,gesundheit,link,pmuhkip,pollen,s,usatoday,wendykoch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gesundheit,allergies,asthma,change,climate,gesundheit,link,pmuhkip,pollen,s,usatoday,wendykoch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
healthcare,asthma,healthcare,action,ahrq,arv,centres,clinics,community,company,create,deal,diabetes,dog,e,ehvpjd,epilepsy,exercise,follow,function,guidelines,health,help,hivtb,hypertension,i,improves,induced,inhaler,isn,ldtoqav
,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
hospitals,hate,asthma,hospitals,attacks,cantrememberanyofthem,crazy,finding,hatehatehate,hates,nebuliser,sick,stories,strong,trips,word,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
immunotherapy,asthma,immunotherapy,decreased,medications,result,fv,wosfmi,l,xvsuosws,aids,allergen,allergy,asthmachat,autoimmune,cancer,control,crohns,current,discuss,diseases,dose,helping,hiv,iprnmrjdu,ldn,low,ltmnicjhi,ms,naltrexone,reports
,8,8,5,5,5,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
infant,asthma,cause,death,emha,hand,increase,infant,k,kids,nu,risk,smoking,sudden,syndrome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kidshealth,asthma,ehn,kidshealth,newsletter,phillydotcom,related,roach,story,top,bfnb,hba,j,jgoliyzwjl,jihbiccbih,lzfm,orooqoodyl,r,slczwshsz,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
krebs,aggarwal,albrecht,arzsmeltt,asthma,bharat,book,carodlugosch,dr,etc,healing,krebs,listen,spices,via,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mentalhealth,asthma,daily,ehealth,mentalhealth,proposition,reflection,self,selfawareness,value,active,app,apps,lawsonresearch,mobile,mt,peteryouell,record,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nhs,asthma,nhs,america,attack,choices,costs,didn,help,nursing,ov,pay,people,severe,shocked,suck,times,treat,vitamin,vui,xat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nurse,asthma,nurse,allergies,allergy,columbia,practitioner,blog,komunews,specialists,worse,review,time,afternoon,bad,erhsl,gznt,hate,practice,told,accidentally,aid,alexteaton,am,ana,anaheuthorst,appointment,asthmatic,attack,awkward,babies
,32,30,5,5,5,5,4,4,4,4,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
nurses,asthma,nurses,doctors,f,health,management,respiratory,save,additional,adviceline,aerosol,allergy,am,answered,asthmauk,atlanta,attend,available,bbctees,boots,call,ceu,ceugroup,check,chronic,clinic,condition,copd,couponcode,course
,8,8,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nursing,asthma,nursing,help,severe,times,treat,vitamin,aerosol,al,allergies,children,choices,ctbv,cvszmqfowv,eokjb,et,family,foodallergy,gone,health,inhalers,journal,jr,nhs,nurses,o,online,ov,ri,soon
,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nutrition,asthma,nutrition,allergies,causes,eliminate,environmental,explore,food,foods,health,problematic,related,relationship,relief,studies,ahealthblog,blood,blow,body,children,consumption,hl,hnmnzknbz,issues,lemons,linked,mental,milk,pressure,q
,6,6,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
patient,asthma,patient,allergy,associates,care,copd,diagnosis,treatment,understanding,admissions,africa,at,attack,awkwardly,bjzvwcmkvt,breathebetter,breathes,breathhhhhhhh,bristoluni,broken,centred,chandler,check,child,class,considered,csnegbqkyf,cure,day,dgaf
,13,12,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pcmh,asthma,collaborates,forum,pcmh,practice,transformed,free,gqvymdbwah,management,register,uvm,venmtn,webinar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,2,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pediatric,asthma,coffee,pediatric,roosevelt,bad,black,family,strong,teddy,treated,asthmachat,maryannpetti,alert,antibiotics,attendance,coding,cool,covers,delivery,fbb,fwlemal,https,huh,issues,mdeziel,mess,mt,power,president,relating
,9,9,9,7,6,6,6,6,6,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pediatrician,asthma,pediatrician,chemical,daily,efficient,engineer,gardener,head,hole,landscaper,little,master,met,mom,myspacekit,qualified,qwel,st,steriods,ucce,water,yr,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
pediatrics,asthma,pediatrics,academy,american,chlorinated,improves,maintained,pool,study,swimming,symptoms,agfw,control,diagnosing,eqipp,free,managing,nbxiy,register,severity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,9,8,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pharma,asthma,pharma,adcom,avandia,biotech,bit,blog,breathe,cros,data,digest,easier,free,gsk,hcsm,help,infi,ipi,patients,post,spirometer,study,treatment,trial,weekly,a,attacks,bp,buy,cost
,10,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
pharmacist,asthma,pharmacist,inhaler,attractive,benfalkwriter,breathing,breathless,check,fantastic,flirting,giving,handed,improving,instructions,medication,medicine,mention,re,service,services,speak,swear,using,NA,NA,NA,NA,NA,NA,NA
,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
pharmacy,asthma,pharmacy,times,academic,children,controlled,ethnic,hinder,minority,performance,risk,urban,allergic,allergy,appear,bank,boys,buy,cold,days,disease,environmental,except,exercise,factors,function,gargle,h,healthcare,i
,8,7,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
physicians,allergy,asthma,central,db,kentucky,physicians,type,x,test,allergies,d,dtkbdgpspm,gfrqbsx,hell,minutes,needles,pic,pxtoq,sized,twenty,vr,w,zr,NA,NA,NA,NA,NA,NA,NA
,4,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
psych,allergies,asthma,class,day,heat,humidity,ok,outside,positive,psych,strengths,suffering,talked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ptsafety,healthcare,ahrq,asthma,follow,guidelines,help,ntnphcfnk,providers,ptsafety,tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
publichealth,asthma,publichealth,breathebetter,copd,diagnosis,e,h,kids,makes,ng,patient,related,roach,sbfuhjq,scq,treatment,understanding,vector,worse,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pulmonary,asthma,pulmonary,medicine,accurate,alternative,approach,based,breathing,bronchial,buteyko,called,chronic,condi,conditions,cor,definitely,dgn,disease,download,dr,embolism,evidence,exam,function,gnaz,greeneyedlad,h,hashtagging,hot,infiltrates
,6,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
rehabilitation,asthma,rehabilitation,active,bone,children,copd,correct,disease,fomiotsini,growth,learn,manage,parkinson,postoperative,programme,relieve,respiratory,retardation,structure,symptoms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rn,asthma,rn,attack,foamed,initiated,steroids,acting,admitted,allergic,allergy,anxiety,cant,coyi,diagnostic,dying,ed,efficacy,fewer,fit,havin,hmm,hngh,im,improves,kids,kill,los,mod,nice,north
,7,7,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
sdoh,asthma,connects,dots,marks,poor,school,sdoh,sleep,study,dsho,hwvkim,lhn,rwjf,uhuan,vp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
senior,asthma,senior,break,copd,heat,options,x,acs,allergies,ankles,attack,breathepa,cafeteria,child,citizen,consider,cool,h,jcgtqjyui,k,kill,managed,mt,mwm,pa,putting,rv,sarabara,stop,talent
,6,6,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
seniors,asthma,seniors,attack,ailment,air,beat,btwn,fake,fetch,folks,incl,kids,little,nigeria,noon,pm,poor,quality,resp,risk,thestorybehindmyscar,till,tom,water,won,worst,NA,NA,NA,NA
,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA
slp,asthma,cuz,duh,hate,hell,mid,midnight,night,rmb,slp,soundly,times,woke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spital,asthma,attack,experienced,insaf,mana,masuk,mcm,sampai,spital,taktaula,ve,worst,yg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sportsmedicine,asthma,elidsd,exercise,induced,omega,reduced,sportsmedicine,supplement,symptoms,tf,unique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
