firstpost_date,url,trackback_author_nick,content,score,trackback_permalink,trackback_author_url
01/15/14,http://twitter.com/rapcdotnet/status/423459858843570176,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.424367,http://twitter.com/rapcdotnet/status/423459858843570176,http://twitter.com/rapcdotnet
01/16/14,http://twitter.com/rapcdotnet/status/423822035463061505,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.287449,http://twitter.com/rapcdotnet/status/423822035463061505,http://twitter.com/rapcdotnet
01/17/14,http://twitter.com/rapcdotnet/status/424184551087169536,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.264397,http://twitter.com/rapcdotnet/status/424184551087169536,http://twitter.com/rapcdotnet
01/18/14,http://twitter.com/rapcdotnet/status/424546968669396992,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.287449,http://twitter.com/rapcdotnet/status/424546968669396992,http://twitter.com/rapcdotnet
01/19/14,http://twitter.com/rapcdotnet/status/424909401275645952,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.287449,http://twitter.com/rapcdotnet/status/424909401275645952,http://twitter.com/rapcdotnet
01/20/14,http://twitter.com/rapcdotnet/status/425271584782184448,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.4241567,http://twitter.com/rapcdotnet/status/425271584782184448,http://twitter.com/rapcdotnet
01/21/14,http://twitter.com/rapcdotnet/status/425634128445206529,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,8.967518,http://twitter.com/rapcdotnet/status/425634128445206529,http://twitter.com/rapcdotnet
01/21/14,http://twitter.com/thedura01/status/425688020084621312,thedura01,RT @rapcdotnet: http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #r…,7.135769,http://twitter.com/TheDura01/status/425688020084621312,http://twitter.com/thedura01
01/22/14,http://twitter.com/rapcdotnet/status/425996525232087040,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2866144,http://twitter.com/rapcdotnet/status/425996525232087040,http://twitter.com/rapcdotnet
01/23/14,http://twitter.com/rapcdotnet/status/426358724337225730,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.4250655,http://twitter.com/rapcdotnet/status/426358724337225730,http://twitter.com/rapcdotnet
01/24/14,http://twitter.com/rapcdotnet/status/426721175998181376,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.4305534,http://twitter.com/rapcdotnet/status/426721175998181376,http://twitter.com/rapcdotnet
01/25/14,http://twitter.com/rapcdotnet/status/427083635414421504,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2939186,http://twitter.com/rapcdotnet/status/427083635414421504,http://twitter.com/rapcdotnet
01/26/14,http://twitter.com/rapcdotnet/status/427446167882854400,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.430919,http://twitter.com/rapcdotnet/status/427446167882854400,http://twitter.com/rapcdotnet
01/27/14,http://twitter.com/rapcdotnet/status/427808301737209856,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2958355,http://twitter.com/rapcdotnet/status/427808301737209856,http://twitter.com/rapcdotnet
01/28/14,http://twitter.com/rapcdotnet/status/428170805067784193,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.4309335,http://twitter.com/rapcdotnet/status/428170805067784193,http://twitter.com/rapcdotnet
01/29/14,http://twitter.com/rapcdotnet/status/428533294976602112,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2958355,http://twitter.com/rapcdotnet/status/428533294976602112,http://twitter.com/rapcdotnet
01/30/14,http://twitter.com/rapcdotnet/status/428895436020006913,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.4323955,http://twitter.com/rapcdotnet/status/428895436020006913,http://twitter.com/rapcdotnet
01/31/14,http://twitter.com/rapcdotnet/status/429258012973219841,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3630877,http://twitter.com/rapcdotnet/status/429258012973219841,http://twitter.com/rapcdotnet
02/01/14,http://twitter.com/rapcdotnet/status/429620441318055936,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.366623,http://twitter.com/rapcdotnet/status/429620441318055936,http://twitter.com/rapcdotnet
02/02/14,http://twitter.com/rapcdotnet/status/429982832807534592,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.106404,http://twitter.com/rapcdotnet/status/429982832807534592,http://twitter.com/rapcdotnet
02/03/14,http://twitter.com/rapcdotnet/status/430345028150370305,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.323413,http://twitter.com/rapcdotnet/status/430345028150370305,http://twitter.com/rapcdotnet
02/04/14,http://twitter.com/rapcdotnet/status/430707460664348672,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.323413,http://twitter.com/rapcdotnet/status/430707460664348672,http://twitter.com/rapcdotnet
02/05/14,http://twitter.com/rapcdotnet/status/431069959461294081,rapcdotnet,http://t.co/LumKzpP3w5 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.106404,http://twitter.com/rapcdotnet/status/431069959461294081,http://twitter.com/rapcdotnet
02/06/14,http://twitter.com/rapcdotnet/status/431432443912941569,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2958355,http://twitter.com/rapcdotnet/status/431432443912941569,http://twitter.com/rapcdotnet
02/07/14,http://twitter.com/rapcdotnet/status/431794575993081856,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2939186,http://twitter.com/rapcdotnet/status/431794575993081856,http://twitter.com/rapcdotnet
02/08/14,http://twitter.com/rapcdotnet/status/432157059178450944,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.323413,http://twitter.com/rapcdotnet/status/432157059178450944,http://twitter.com/rapcdotnet
02/09/14,http://twitter.com/rapcdotnet/status/432519541373952000,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3630877,http://twitter.com/rapcdotnet/status/432519541373952000,http://twitter.com/rapcdotnet
02/10/14,http://twitter.com/rapcdotnet/status/432882015428296704,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2939186,http://twitter.com/rapcdotnet/status/432882015428296704,http://twitter.com/rapcdotnet
02/11/14,http://twitter.com/rapcdotnet/status/433244191607365632,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2939186,http://twitter.com/rapcdotnet/status/433244191607365632,http://twitter.com/rapcdotnet
02/12/14,http://twitter.com/rapcdotnet/status/433606683869208577,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.366623,http://twitter.com/rapcdotnet/status/433606683869208577,http://twitter.com/rapcdotnet
02/13/14,http://twitter.com/rapcdotnet/status/433969096237936640,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.430535,http://twitter.com/rapcdotnet/status/433969096237936640,http://twitter.com/rapcdotnet
02/14/14,http://twitter.com/rapcdotnet/status/434331365622812672,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2958355,http://twitter.com/rapcdotnet/status/434331365622812672,http://twitter.com/rapcdotnet
02/15/14,http://twitter.com/rapcdotnet/status/434693782617853954,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2835317,http://twitter.com/rapcdotnet/status/434693782617853954,http://twitter.com/rapcdotnet
02/16/14,http://twitter.com/rapcdotnet/status/435056341862719488,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.285074,http://twitter.com/rapcdotnet/status/435056341862719488,http://twitter.com/rapcdotnet
02/17/14,http://twitter.com/rapcdotnet/status/435418331793743874,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2835317,http://twitter.com/rapcdotnet/status/435418331793743874,http://twitter.com/rapcdotnet
02/18/14,http://twitter.com/rapcdotnet/status/435780940728528896,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.354816,http://twitter.com/rapcdotnet/status/435780940728528896,http://twitter.com/rapcdotnet
02/19/14,http://twitter.com/rapcdotnet/status/436143462002339840,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2853384,http://twitter.com/rapcdotnet/status/436143462002339840,http://twitter.com/rapcdotnet
02/20/14,http://twitter.com/rapcdotnet/status/436506009331175424,rapcdotnet,http://t.co/oXR1pZX6S7 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3544774,http://twitter.com/rapcdotnet/status/436506009331175424,http://twitter.com/rapcdotnet
02/21/14,http://twitter.com/rapcdotnet/status/436867828310749184,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3551974,http://twitter.com/rapcdotnet/status/436867828310749184,http://twitter.com/rapcdotnet
02/22/14,http://twitter.com/rapcdotnet/status/437230509798608897,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2473555,http://twitter.com/rapcdotnet/status/437230509798608897,http://twitter.com/rapcdotnet
02/23/14,http://twitter.com/rapcdotnet/status/437593159552348161,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.354369,http://twitter.com/rapcdotnet/status/437593159552348161,http://twitter.com/rapcdotnet
02/24/14,http://twitter.com/rapcdotnet/status/437955244597592064,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.355221,http://twitter.com/rapcdotnet/status/437955244597592064,http://twitter.com/rapcdotnet
02/25/14,http://twitter.com/rapcdotnet/status/438317708652732416,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2897453,http://twitter.com/rapcdotnet/status/438317708652732416,http://twitter.com/rapcdotnet
02/26/14,http://twitter.com/rapcdotnet/status/438680146132758528,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.023935,http://twitter.com/rapcdotnet/status/438680146132758528,http://twitter.com/rapcdotnet
02/27/14,http://twitter.com/rapcdotnet/status/439042591229632512,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.023935,http://twitter.com/rapcdotnet/status/439042591229632512,http://twitter.com/rapcdotnet
02/28/14,http://twitter.com/rapcdotnet/status/439404811893489664,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3560214,http://twitter.com/rapcdotnet/status/439404811893489664,http://twitter.com/rapcdotnet
03/01/14,http://twitter.com/rapcdotnet/status/439767268260458496,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2897453,http://twitter.com/rapcdotnet/status/439767268260458496,http://twitter.com/rapcdotnet
03/02/14,http://twitter.com/rapcdotnet/status/440129479910756352,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2473555,http://twitter.com/rapcdotnet/status/440129479910756352,http://twitter.com/rapcdotnet
03/03/14,http://twitter.com/rapcdotnet/status/440492003667619840,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2473555,http://twitter.com/rapcdotnet/status/440492003667619840,http://twitter.com/rapcdotnet
03/04/14,http://twitter.com/rapcdotnet/status/440854537985728513,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.355419,http://twitter.com/rapcdotnet/status/440854537985728513,http://twitter.com/rapcdotnet
03/05/14,http://twitter.com/rapcdotnet/status/441216882763235328,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2853384,http://twitter.com/rapcdotnet/status/441216882763235328,http://twitter.com/rapcdotnet
03/06/14,http://twitter.com/rapcdotnet/status/441579184683372544,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.285074,http://twitter.com/rapcdotnet/status/441579184683372544,http://twitter.com/rapcdotnet
03/07/14,http://twitter.com/rapcdotnet/status/441941537153241088,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3569865,http://twitter.com/rapcdotnet/status/441941537153241088,http://twitter.com/rapcdotnet
03/08/14,http://twitter.com/rapcdotnet/status/442303485875200001,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2881393,http://twitter.com/rapcdotnet/status/442303485875200001,http://twitter.com/rapcdotnet
03/09/14,http://twitter.com/rapcdotnet/status/442651180234063872,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.245347,http://twitter.com/rapcdotnet/status/442651180234063872,http://twitter.com/rapcdotnet
03/10/14,http://twitter.com/rapcdotnet/status/443013651952181248,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.356755,http://twitter.com/rapcdotnet/status/443013651952181248,http://twitter.com/rapcdotnet
03/11/14,http://twitter.com/rapcdotnet/status/443376065486913536,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.290437,http://twitter.com/rapcdotnet/status/443376065486913536,http://twitter.com/rapcdotnet
03/12/14,http://twitter.com/rapcdotnet/status/443738335681314816,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2881393,http://twitter.com/rapcdotnet/status/443738335681314816,http://twitter.com/rapcdotnet
03/13/14,http://twitter.com/rapcdotnet/status/444100821488128001,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.356715,http://twitter.com/rapcdotnet/status/444100821488128001,http://twitter.com/rapcdotnet
03/14/14,http://twitter.com/rapcdotnet/status/444462744012460033,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.0326495,http://twitter.com/rapcdotnet/status/444462744012460033,http://twitter.com/rapcdotnet
03/15/14,http://twitter.com/rapcdotnet/status/444825630010384386,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3575864,http://twitter.com/rapcdotnet/status/444825630010384386,http://twitter.com/rapcdotnet
03/16/14,http://twitter.com/rapcdotnet/status/445187965711446016,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2881637,http://twitter.com/rapcdotnet/status/445187965711446016,http://twitter.com/rapcdotnet
03/17/14,http://twitter.com/rapcdotnet/status/445550008448737280,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.290437,http://twitter.com/rapcdotnet/status/445550008448737280,http://twitter.com/rapcdotnet
03/18/14,http://twitter.com/rapcdotnet/status/445912808081739776,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2890444,http://twitter.com/rapcdotnet/status/445912808081739776,http://twitter.com/rapcdotnet
03/19/14,http://twitter.com/rapcdotnet/status/446275291485192192,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2890444,http://twitter.com/rapcdotnet/status/446275291485192192,http://twitter.com/rapcdotnet
03/20/14,http://twitter.com/rapcdotnet/status/446637380070412288,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.359563,http://twitter.com/rapcdotnet/status/446637380070412288,http://twitter.com/rapcdotnet
03/21/14,http://twitter.com/rapcdotnet/status/446999961004032001,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.35626,http://twitter.com/rapcdotnet/status/446999961004032001,http://twitter.com/rapcdotnet
03/22/14,http://twitter.com/rapcdotnet/status/447362350857740288,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3571067,http://twitter.com/rapcdotnet/status/447362350857740288,http://twitter.com/rapcdotnet
03/23/14,http://twitter.com/rapcdotnet/status/447724764073697280,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2881637,http://twitter.com/rapcdotnet/status/447724764073697280,http://twitter.com/rapcdotnet
03/24/14,http://twitter.com/rapcdotnet/status/448086930861723649,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.363395,http://twitter.com/rapcdotnet/status/448086930861723649,http://twitter.com/rapcdotnet
03/25/14,http://twitter.com/rapcdotnet/status/448449534394265601,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.0326495,http://twitter.com/rapcdotnet/status/448449534394265601,http://twitter.com/rapcdotnet
03/25/14,http://twitter.com/jordanamair/status/448479280297549824,jordanamair,"Hey twitter, can you help me define what #thycsm means?",8.932773,http://twitter.com/JordanAMair/status/448479280297549824,http://twitter.com/jordanamair
03/25/14,http://twitter.com/healthorder/status/448480761822576640,healthorder,"RT @JordanAMair: Hey twitter, can you help me define what #thycsm means?",7.781273,http://twitter.com/healthorder/status/448480761822576640,http://twitter.com/healthorder
03/26/14,http://twitter.com/rapcdotnet/status/448811531975671808,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.286634,http://twitter.com/rapcdotnet/status/448811531975671808,http://twitter.com/rapcdotnet
03/27/14,http://twitter.com/rapcdotnet/status/449174283613265921,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3645,http://twitter.com/rapcdotnet/status/449174283613265921,http://twitter.com/rapcdotnet
03/28/14,http://twitter.com/rapcdotnet/status/449536756581277696,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.2866545,http://twitter.com/rapcdotnet/status/449536756581277696,http://twitter.com/rapcdotnet
03/29/14,http://twitter.com/rapcdotnet/status/449898854042050560,rapcdotnet,http://t.co/QrZyWGLjJ4 offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.24507,http://twitter.com/rapcdotnet/status/449898854042050560,http://twitter.com/rapcdotnet
03/30/14,http://twitter.com/rapcdotnet/status/450261326057594881,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.24507,http://twitter.com/rapcdotnet/status/450261326057594881,http://twitter.com/rapcdotnet
03/31/14,http://twitter.com/rapcdotnet/status/450623889253466113,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.286816,http://twitter.com/rapcdotnet/status/450623889253466113,http://twitter.com/rapcdotnet
04/01/14,http://twitter.com/rapcdotnet/status/450986226208604160,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3578105,http://twitter.com/rapcdotnet/status/450986226208604160,http://twitter.com/rapcdotnet
04/02/14,http://twitter.com/rapcdotnet/status/451348467332292609,rapcdotnet,http://t.co/oXR1q0fg6f offering full range of #thyroid imaging &amp; #biopsy services call for a #consultation today #thycsm #radiology #rt,7.3571467,http://twitter.com/rapcdotnet/status/451348467332292609,http://twitter.com/rapcdotnet
