Raw Data,Sub-Group,Hashtags,File Name
#HepPartners,Infectious Disease,HepPartners,Tweets_HepPartners.csv
#Hernia,Digestive,Hernia,Tweets_Hernia.csv
#HighBloodPressure,Cardiovascular,HighBloodPressure,Tweets_HighBloodPressure.csv
#HighCholesterol,Cardiovascular,HighCholesterol,Tweets_HighCholesterol.csv
#HipPain,Musculoskeletal,HipPain,Tweets_HipPain.csv
#HIV,Immune,HIV,Tweets_HIV.csv
#HIV,Infectious Disease,HIV,Tweets_HIV.csv
#HIV_chat,Immune,HIV_chat,Tweets_HIV_chat.csv
#HIVBC,Immune,HIVBC,Tweets_HIVBC.csv
#HIVBC,Infectious Disease,HIVBC,Tweets_HIVBC.csv
#Hives,Skin,Hives,Tweets_Hives.csv
#hncsm,Multiple,hncsm,Tweets_hncsm.csv
#hncsm,Cancer,hncsm,Tweets_hncsm.csv
#HoFH,Cardiovascular,HoFH,Tweets_HoFH.csv
#hpbcsm,Cancer,hpbcsm,Tweets_hpbcsm.csv
#HPV,Reproductive,HPV,Tweets_HPV.csv
#HPV,Infectious Disease,HPV,Tweets_HPV.csv
#hsronc,Cancer,hsronc,Tweets_hsronc.csv
#HunterSyndrome,Metabolic,HunterSyndrome,Tweets_HunterSyndrome.csv
#HunterSyndrome,Rare Diseases,HunterSyndrome,Tweets_HunterSyndrome.csv
#Hyperglycemia,Multiple,Hyperglycemia,Tweets_Hyperglycemia.csv
#Hypertension,Cardiovascular,Hypertension,Tweets_Hypertension.csv
#Hypochondria,Psych,Hypochondria,Tweets_Hypochondria.csv
#Hypothyroidism,Endocrine,Hypothyroidism,Tweets_Hypothyroidism.csv
#IBD,Digestive,IBD,Tweets_IBD.csv
#IBD,Immune,IBD,Tweets_IBD.csv
#IBS,Digestive,IBS,Tweets_IBS.csv
#IIH,Neurological,IIH,Tweets_IIH.csv
#Incontinence,Excretory,Incontinence,Tweets_Incontinence.csv
#Infertility,Reproductive,Infertility,Tweets_Infertility.csv
#Inflammation,Multiple,Inflammation,Tweets_Inflammation.csv
#Influenza,Respiratory,Influenza,Tweets_Influenza.csv
#Influenza,Infectious Disease,Influenza,Tweets_Influenza.csv
#InsightSBS,Endocrine,InsightSBS,Tweets_InsightSBS.csv
#KidneyCancer,Excretory,KidneyCancer,Tweets_KidneyCancer.csv
#KidneyDisease,Excretory,KidneyDisease,Tweets_KidneyDisease.csv
#KidneyStones,Excretory,KidneyStones,Tweets_KidneyStones.csv
#LCSM,Respiratory,LCSM,Tweets_LCSM.csv
#LCSM,Cancer,LCSM,Tweets_LCSM.csv
#Leprosy,Skin,Leprosy,Tweets_Leprosy.csv
#Leprosy,Infectious Disease,Leprosy,Tweets_Leprosy.csv
#Leukaemia,Blood,Leukaemia,Tweets_Leukaemia.csv
#Leukaemia,Cancer,Leukaemia,Tweets_Leukaemia.csv
#Leukemia,Blood,Leukemia,Tweets_Leukemia.csv
#Leukemia,Cancer,Leukemia,Tweets_Leukemia.csv
#leusm,Cancer,leusm,Tweets_leusm.csv
#LiverCancer,Digestive,LiverCancer,Tweets_LiverCancer.csv
#LiverCancer,Cancer,LiverCancer,Tweets_LiverCancer.csv
#LiverDisease,Digestive,LiverDisease,Tweets_LiverDisease.csv
#LongQT,Congenital Anomolies,LongQT,Tweets_LongQT.csv
#LungCancer,Respiratory,LungCancer,Tweets_LungCancer.csv
#LungCancer,Cancer,LungCancer,Tweets_LungCancer.csv
#Lupus,Immune,Lupus,Tweets_Lupus.csv
#Lymphoedema,Cardiovascular,Lymphoedema,Tweets_Lymphoedema.csv
#Lymphoma,Lymphatic,Lymphoma,Tweets_Lymphoma.csv
#Lymphoma,Cancer,Lymphoma,Tweets_Lymphoma.csv
#lymsm,Cancer,lymsm,Tweets_lymsm.csv
#LynchSyndrome,Digestive,LynchSyndrome,Tweets_LynchSyndrome.csv
#LynchSyndrome,Cancer,LynchSyndrome,Tweets_LynchSyndrome.csv
#Lyphoma,Lymphatic,Lyphoma,Tweets_Lyphoma.csv
#Lyphoma,Cancer,Lyphoma,Tweets_Lyphoma.csv
#Malaria,Multiple,Malaria,Tweets_Malaria.csv
#Malaria,Infectious Disease,Malaria,Tweets_Malaria.csv
#Marfan,Congenital Anomolies,Marfan,Tweets_Marfan.csv
#Marfan,Multiple,Marfan,Tweets_Marfan.csv
#Marfan,Rare Diseases,Marfan,Tweets_Marfan.csv
#Mastocytosis,Skin,Mastocytosis,Tweets_Mastocytosis.csv
#Mastocytosis,Rare Diseases,Mastocytosis,Tweets_Mastocytosis.csv
#mBCSM,Lymphatic,mBCSM,Tweets_mBCSM.csv
#mBCSM,Cancer,mBCSM,Tweets_mBCSM.csv
#MCAM,Cancer,MCAM,Tweets_MCAM.csv
#McrFluSafe,Respiratory,McrFluSafe,Tweets_McrFluSafe.csv
#McrFluSafe,Infectious Disease,McrFluSafe,Tweets_McrFluSafe.csv
#McrFluSafe13,Respiratory,McrFluSafe13,Tweets_McrFluSafe13.csv
#MdrTB,Respiratory,MdrTB,Tweets_MdrTB.csv
#MdrTB,Infectious Disease,MdrTB,Tweets_MdrTB.csv
#Melanoma,Skin,Melanoma,Tweets_Melanoma.csv
#Melanoma,Cancer,Melanoma,Tweets_Melanoma.csv
#MemoryLoss,Neurological,MemoryLoss,Tweets_MemoryLoss.csv
#Menieres,Ill Defined,Menieres,Tweets_Menieres.csv
#Meningitis,Neurological,Meningitis,Tweets_Meningitis.csv
#Meningitis,Infectious Disease,Meningitis,Tweets_Meningitis.csv
#MERS,Respiratory,MERS,Tweets_MERS.csv
#MERS,Rare Diseases,MERS,Tweets_MERS.csv
#MERS,Infectious Disease,MERS,Tweets_MERS.csv
#Mesothelioma,Multiple,Mesothelioma,Tweets_Mesothelioma.csv
#Mesothelioma,Rare Diseases,Mesothelioma,Tweets_Mesothelioma.csv
#Mesothelioma,Cancer,Mesothelioma,Tweets_Mesothelioma.csv
#Migraine,Neurological,Migraine,Tweets_Migraine.csv
#MMSM,Blood,MMSM,Tweets_MMSM.csv
#MMSM,Cancer,MMSM,Tweets_MMSM.csv
#MND,Neurological,MND,Tweets_MND.csv
#MoebiusSyndrome,Neurological,MoebiusSyndrome,Tweets_MoebiusSyndrome.csv
#MoebiusSyndrome,Rare Diseases,MoebiusSyndrome,Tweets_MoebiusSyndrome.csv
#MPSII,Metabolic,MPSII,Tweets_MPSII.csv
#MPSII,Rare Diseases,MPSII,Tweets_MPSII.csv
#MRSA,Multiple,MRSA,Tweets_MRSA.csv
#MRSA,Infectious Disease,MRSA,Tweets_MRSA.csv
#MultipleEndocrineNeoplasia,Endocrine,MultipleEndocrineNeoplasia,Tweets_MultipleEndocrineNeoplasia.csv
#MultipleEndocrineNeoplasia,Rare Diseases,MultipleEndocrineNeoplasia,Tweets_MultipleEndocrineNeoplasia.csv
#MultipleSclerosis,Neurological,MultipleSclerosis,Tweets_MultipleSclerosis.csv
#MultScler,Neurological,MultScler,Tweets_MultScler.csv
#Myeloma,Blood,Myeloma,Tweets_Myeloma.csv
#Myeloma,Immune,Myeloma,Tweets_Myeloma.csv
#Myeloma,Cancer,Myeloma,Tweets_Myeloma.csv
#Myositis,Musculoskeletal,Myositis,Tweets_Myositis.csv
#Myositis,Rare Diseases,Myositis,Tweets_Myositis.csv
#Narcolepsy,Neurological,Narcolepsy,Tweets_Narcolepsy.csv
#NCDs,Multiple,NCDs,Tweets_NCDs.csv
#Neuropathy,Neurological,Neuropathy,Tweets_Neuropathy.csv
#Nocturia,Ill Defined,Nocturia,Tweets_Nocturia.csv
#NotJustOneDisease,Cancer,NotJustOneDisease,Tweets_NotJustOneDisease.csv
#Obesity,Endocrine,Obesity,Tweets_Obesity.csv
#OCD,Psych,OCD,Tweets_OCD.csv
#OralCancer,Cancer,OralCancer,Tweets_OralCancer.csv
#Osteoarthritis,Musculoskeletal,Osteoarthritis,Tweets_Osteoarthritis.csv
#Osteoporosis,Musculoskeletal,Osteoporosis,Tweets_Osteoporosis.csv
#OvarianCancer,Reproductive,OvarianCancer,Tweets_OvarianCancer.csv
#OvarianCancer,Cancer,OvarianCancer,Tweets_OvarianCancer.csv
#OVCA,Reproductive,OVCA,Tweets_OVCA.csv
#OVCA,Cancer,OVCA,Tweets_OVCA.csv
#Overweight,Endocrine,Overweight,Tweets_Overweight.csv
#PainSomnia,Multiple,PainSomnia,Tweets_PainSomnia.csv
#PanCan,Digestive,PanCan,Tweets_PanCan.csv
#PanCan,Cancer,PanCan,Tweets_PanCan.csv
#PancreaticCancer,Digestive,PancreaticCancer,Tweets_PancreaticCancer.csv
#PancreaticCancer,Cancer,PancreaticCancer,Tweets_PancreaticCancer.csv
#pancsm,Cancer,pancsm,Tweets_pancsm.csv
#Parkinsons,Neurological,Parkinsons,Tweets_Parkinsons.csv
#PCOS,Reproductive,PCOS,Tweets_PCOS.csv
#PCSM,Reproductive,PCSM,Tweets_PCSM.csv
#PCSM,Cancer,PCSM,Tweets_PCSM.csv
#PeanutAllergy,Immune,PeanutAllergy,Tweets_PeanutAllergy.csv
#PediatricCancer,Multiple,PediatricCancer,Tweets_PediatricCancer.csv
#PediatricCancer,Cancer,PediatricCancer,Tweets_PediatricCancer.csv
#Peyronies,Reproductive,Peyronies,Tweets_Peyronies.csv
#PeyroniesDisease,Reproductive,PeyroniesDisease,Tweets_PeyroniesDisease.csv
#Pneumonia,Respiratory,Pneumonia,Tweets_Pneumonia.csv
#Pneumonia,Infectious Disease,Pneumonia,Tweets_Pneumonia.csv
#Polio,Neurological,Polio,Tweets_Polio.csv
#Polio,Infectious Disease,Polio,Tweets_Polio.csv
#PPD,Psych,PPD,Tweets_PPD.csv
#PPDchat,Psych,PPDchat,Tweets_PPDchat.csv
#Preeclampsia,Cardiovascular,Preeclampsia,Tweets_Preeclampsia.csv
#Preeclampsia,Reproductive,Preeclampsia,Tweets_Preeclampsia.csv
#Progeria,Ill Defined,Progeria,Tweets_Progeria.csv
#ProstateCancer,Reproductive,ProstateCancer,Tweets_ProstateCancer.csv
#ProstateCancer,Cancer,ProstateCancer,Tweets_ProstateCancer.csv
#Psoriasis,Skin,Psoriasis,Tweets_Psoriasis.csv
#PsoriaticArthritis,Immune,PsoriaticArthritis,Tweets_PsoriaticArthritis.csv
#PTSD,Psych,PTSD,Tweets_PTSD.csv
#PulmonaryFibrosis,Respiratory,PulmonaryFibrosis,Tweets_PulmonaryFibrosis.csv
#PulmonaryFibrosis,Rare Diseases,PulmonaryFibrosis,Tweets_PulmonaryFibrosis.csv
#radonc,Cancer,radonc,Tweets_radonc.csv
#RareDisease,Ill Defined,RareDisease,Tweets_RareDisease.csv
#RareDisease,Rare Diseases,RareDisease,Tweets_RareDisease.csv
#RareDiseaseDay,Rare Diseases,RareDiseaseDay,Tweets_RareDiseaseDay.csv
#RectalCancer,Digestive,RectalCancer,Tweets_RectalCancer.csv
#RectalCancer,Cancer,RectalCancer,Tweets_RectalCancer.csv
#Renal,Excretory,Renal,Tweets_Renal.csv
#RenalFailure,Excretory,RenalFailure,Tweets_RenalFailure.csv
#Resfriado,Respiratory,Resfriado,Tweets_Resfriado.csv
#Resfriado,Infectious Disease,Resfriado,Tweets_Resfriado.csv
#Retinoblastoma,Cancer,Retinoblastoma,Tweets_Retinoblastoma.csv
#RettSyndrome,Neurological,RettSyndrome,Tweets_RettSyndrome.csv
#RettSyndrome,Rare Diseases,RettSyndrome,Tweets_RettSyndrome.csv
#Rheum,Immune,Rheum,Tweets_Rheum.csv
#RheumatoidArthritis,Immune,RheumatoidArthritis,Tweets_RheumatoidArthritis.csv
#Rhinitis,Immune,Rhinitis,Tweets_Rhinitis.csv
#Rhinitis,Respiratory,Rhinitis,Tweets_Rhinitis.csv
#Sarcoidosis,Multiple,Sarcoidosis,Tweets_Sarcoidosis.csv
#Sarcoidosis,Rare Diseases,Sarcoidosis,Tweets_Sarcoidosis.csv
#SCADheart,Cardiovascular,SCADheart,Tweets_SCADheart.csv
#SCADheart,Rare Diseases,SCADheart,Tweets_SCADheart.csv
#Schizofrenie,Psych,Schizofrenie,Tweets_Schizofrenie.csv
#Schizophrenia,Psych,Schizophrenia,Tweets_Schizophrenia.csv
#Sciatica,Musculoskeletal,Sciatica,Tweets_Sciatica.csv
#scmsm,Cancer,scmsm,Tweets_scmsm.csv
#SecondaryInfertility,Reproductive,SecondaryInfertility,Tweets_SecondaryInfertility.csv
#Seizures,Neurological,Seizures,Tweets_Seizures.csv
#Sepsis,Blood,Sepsis,Tweets_Sepsis.csv
