,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hospital,copd,hospital,anxiety,depression,health,properties,psychometric,questionnaire,scale,admissions,agrees,assessment,canada,pharmacy,reduce,severity,strengh,admitted,bckn,ccgl,djlynlnf,dtm,fcv,flaring,gves,h,hattie,hku,hlpbyprayer,ih
,10,10,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
medical,copd,medical,assessment,care,g,m,mkws,pe,primary,publications,research,asthma,capps,current,evidence,health,practice,results,supports,age,alert,articles,bidding,breathtaking,cityofto,clue,coad,coding,competitive,declares
,10,10,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
medicine,copd,medicine,pneumonia,anajpulmo,awesome,bronchodilator,combinations,csfavs,doc,exacerbations,fixed,inhaler,lecture,lxbhgdd,mortality,patients,prevention,pulmonology,ragfoqhwru,related,respimat,role,spiriva,treated,treatment,vf,xd,NA,NA,NA
,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
mri,ces,cesdrilon,copd,ctscan,instead,mri,patient,prevention,tumor,xrays,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nhs,accessing,arran,ayrshire,care,copd,homepod,loaded,nhs,pre,programme,pts,pulmonary,rehab,scttevent,telerehab,usual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nurse,nurse,copd,pm,respiratory,cardiac,n,reading,registered,time,unit,w,biweekly,united,west,a,blues,bzjzyeopw,clinician,consequences,iu,j,jd,l,list,listening,mfylj,morrice,nurseverina,passed,patient
,9,7,6,5,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
nurses,f,respiratory,asthma,attend,copd,hour,interview,june,london,nurses,required,specialists,th,topic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pharmacy,copd,pharmacy,reduce,admissions,agrees,assessment,canada,hospital,severity,azithromycin,bik,buy,cheap,drugs,dtm,effect,fcv,frequency,generic,gycoqi,hospitalization,interferon,iyqn,online,patients,pills,ra,ribavirin,rjg,sk
,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
physicaltherapy,copd,issue,jig,online,orbyaa,osteoarthritis,physicaltherapy,reviews,splenomegaly,topics,wounds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ptsafety,bmj,combinations,copd,corticosteroid,fixed,inhaled,laba,patients,pneumonia,ptsafety,treated,vafnpxmfwv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
publichealth,copd,publichealth,approximately,asthma,breathebetter,clevelandclinic,diagnosis,h,jpbcsqke,million,patient,prevention,sbfuhjq,tips,treatment,understanding,women,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
readmissions,avoid,cms,copd,cuts,heartfailure,hsaykd,nlo,pharmacists,readmissions,reduce,reimbursement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rehab,accessing,arran,ayrshire,care,copd,homepod,loaded,nhs,pre,programme,pts,pulmonary,rehab,scttevent,telerehab,usual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rehabilitation,copd,rehabilitation,pulmonary,effect,individuals,nutritional,undergoing,clinical,coping,entering,outcomes,patients,relationship,styles,active,asthma,dkohcvj,evcj,fabu,fomiotsini,l,learn,manage,omaluruua,pisbvedfm,programme,relieve,respiratory,rvquvzabg,symptoms
,9,9,8,6,6,6,6,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
rn,basis,clinics,copd,health,linked,lt,lungsk,primary,referrals,rn,team,trained,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
senior,copd,senior,asthma,break,heat,options,active,breathepa,call,cool,day,fitness,h,health,hotline,jcgtqjyui,k,mt,mtapyjfzlf,mwm,national,pa,rv,v,w,x,ym,NA,NA,NA
,5,4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA
stemcell,copd,stemcell,als,ataxia,autoimmune,chronicillness,food,ms,parkinson,patients,pioneered,barb,fi,fj,founded,info,lyme,meet,n,nkxtlwwgkb,ontheweb,patient,pfsctoday,scpioneer,sites,story,success,um,uvgevaxstq,NA
,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA
telehealth,aerotel,aj,copd,eposter,hey,home,ocb,patients,presentation,service,spain,telehealth,via,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
therapy,copd,therapy,maintenance,appropriate,choosing,device,individual,macrolide,meet,patient,pwjcbhtlp,term,adjunct,breathing,capsule,cme,controlled,credits,diffusion,earn,effective,ellsfcl,gnhhtky,improved,includes,mj,oxygen,people,ptakknze,r
,7,7,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
